Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
1.300,21.274,0.114,0.219,238.736,998.027,-1.979,4.73,4.73,64.06,65.52,5.794,8.16,5.807,5.807,
1.400,21.274,0.114,0.219,238.882,998.027,-1.979,4.79,4.79,66.28,69.45,6.142,8.16,6.155,6.156,
1.500,21.273,0.114,0.219,238.937,998.028,-1.978,4.75,4.75,65.31,73.17,6.471,8.16,6.485,6.485,
1.600,21.274,0.114,0.219,238.589,998.028,-1.979,4.76,4.76,65.42,71.26,6.301,8.17,6.315,6.315,
1.700,21.274,0.114,0.219,238.687,998.029,-1.979,4.77,4.77,65.87,71.29,6.304,8.15,6.318,6.318,
1.800,21.276,0.114,0.219,238.762,998.029,-1.979,4.73,4.73,64.56,64.46,5.701,8.16,5.713,5.713,
1.900,21.276,0.114,0.219,238.691,998.029,-1.979,4.71,4.71,64.23,69.25,6.124,8.16,6.137,6.138,
2.000,21.279,0.114,0.219,238.736,998.029,-1.980,4.71,4.71,64.98,65.77,5.816,8.16,5.829,5.829,
2.100,21.286,0.114,0.220,239.106,998.028,-1.981,4.74,4.74,65.98,67.16,5.938,8.16,5.951,5.952,
2.200,21.284,0.114,0.219,238.798,998.029,-1.981,4.75,4.75,66.94,65.24,5.768,8.15,5.781,5.781,
2.300,21.277,0.114,0.219,238.835,998.031,-1.979,4.77,4.77,67.86,75.14,6.644,8.16,6.658,6.658,
2.400,21.276,0.114,0.219,238.879,998.032,-1.979,4.83,4.83,67.64,76.36,6.753,8.16,6.767,6.768,
2.500,21.277,0.114,0.219,238.979,998.032,-1.979,4.83,4.83,67.78,72.79,6.436,8.16,6.450,6.450,
2.600,21.277,0.114,0.219,238.725,998.032,-1.980,4.86,4.86,68.22,77.37,6.841,8.16,6.856,6.857,
2.700,21.279,0.114,0.219,238.679,998.032,-1.980,4.88,4.88,68.39,72.51,6.411,8.16,6.425,6.425,
2.800,21.280,0.114,0.219,238.693,998.033,-1.980,4.86,4.86,68.44,75.45,6.671,8.16,6.685,6.686,
2.900,21.274,0.114,0.219,238.746,998.034,-1.979,4.83,4.83,67.42,75.52,6.677,8.16,6.692,6.692,
3.000,21.281,0.114,0.219,238.660,998.033,-1.980,4.79,4.79,65.51,67.52,5.970,8.16,5.983,5.983,
3.100,21.285,0.114,0.219,238.619,998.033,-1.981,4.73,4.73,63.87,65.49,5.790,8.16,5.803,5.803,
3.200,21.287,0.114,0.219,238.626,998.033,-1.982,4.74,4.74,65.73,62.25,5.504,8.17,5.516,5.516,
3.300,21.262,0.115,0.220,239.850,998.039,-1.976,4.75,4.75,65.98,70.10,6.199,8.16,6.212,6.213,
3.400,21.159,0.117,0.224,245.079,998.064,-1.951,4.79,4.79,67.13,68.33,6.048,8.16,6.061,6.061,
3.500,21.129,0.118,0.226,246.595,998.072,-1.944,4.79,4.79,67.31,73.79,6.537,8.16,6.551,6.552,
3.600,21.116,0.118,0.226,247.579,998.075,-1.941,4.83,4.83,66.59,71.94,6.376,8.16,6.390,6.390,
3.700,21.114,0.118,0.226,247.589,998.076,-1.941,4.86,4.86,67.00,63.91,5.665,8.16,5.678,5.678,
3.800,21.114,0.118,0.226,247.463,998.076,-1.941,4.96,4.96,70.10,71.78,6.363,8.15,6.377,6.377,
3.900,21.113,0.118,0.227,247.719,998.077,-1.940,4.95,4.95,69.99,69.37,6.150,8.16,6.164,6.164,
4.000,21.111,0.119,0.227,247.883,998.078,-1.940,4.94,4.94,70.92,63.47,5.627,8.16,5.639,5.640,
4.100,21.110,0.118,0.226,247.683,998.079,-1.940,4.94,4.94,71.80,66.06,5.858,8.16,5.870,5.870,
4.200,21.110,0.118,0.227,247.752,998.079,-1.940,4.94,4.94,72.21,58.22,5.162,8.16,5.173,5.174,
4.300,21.109,0.118,0.227,247.774,998.080,-1.940,4.95,4.95,72.88,57.94,5.138,8.16,5.149,5.149,
4.400,21.108,0.119,0.227,248.432,998.081,-1.939,4.97,4.97,72.73,64.00,5.675,8.16,5.687,5.687,
4.500,21.105,0.119,0.227,248.138,998.082,-1.938,4.99,4.99,73.45,61.06,5.415,8.16,5.427,5.427,
4.600,21.102,0.119,0.227,247.943,998.083,-1.938,5.02,5.02,74.66,68.71,6.094,8.16,6.107,6.107,
4.700,21.102,0.119,0.227,248.093,998.083,-1.938,5.02,5.02,74.77,68.68,6.091,8.16,6.104,6.105,
4.800,21.101,0.119,0.227,248.555,998.084,-1.938,5.00,5.00,75.23,62.85,5.574,8.16,5.586,5.586,
4.900,21.102,0.119,0.227,248.645,998.084,-1.938,4.96,4.96,73.34,67.12,5.953,8.17,5.966,5.966,
5.000,21.102,0.119,0.227,248.738,998.085,-1.938,4.94,4.94,72.15,66.84,5.928,8.16,5.941,5.941,
5.100,21.102,0.119,0.227,248.547,998.085,-1.938,4.94,4.94,71.64,66.83,5.928,8.16,5.941,5.941,
5.200,21.104,0.119,0.228,248.939,998.085,-1.938,4.96,4.96,71.17,60.11,5.331,8.16,5.343,5.343,
5.300,21.102,0.121,0.231,252.361,998.087,-1.936,5.00,5.00,71.77,70.33,6.237,8.16,6.251,6.251,
5.400,21.098,0.121,0.231,253.027,998.089,-1.935,5.09,5.09,71.96,71.69,6.358,8.16,6.372,6.372,
5.500,21.090,0.124,0.237,259.804,998.094,-1.931,5.07,5.07,71.45,71.28,6.322,8.15,6.335,6.336,
5.600,21.088,0.124,0.237,259.504,998.094,-1.931,4.97,4.97,70.31,70.53,6.255,8.16,6.269,6.269,
5.700,21.088,0.124,0.237,259.742,998.095,-1.931,4.97,4.97,70.51,69.90,6.200,8.16,6.213,6.213,
5.800,21.087,0.125,0.239,261.187,998.096,-1.930,4.99,4.99,73.07,60.16,5.337,8.16,5.348,5.348,
5.900,21.082,0.126,0.241,263.349,998.098,-1.928,5.09,5.09,74.41,63.49,5.632,8.16,5.644,5.644,
6.000,21.080,0.126,0.241,263.399,998.099,-1.928,5.08,5.08,74.65,62.68,5.560,8.16,5.572,5.572,
6.100,21.080,0.126,0.240,263.086,998.100,-1.928,5.06,5.06,73.64,63.20,5.607,8.17,5.619,5.619,
6.200,21.076,0.126,0.241,263.597,998.101,-1.927,5.11,5.11,76.90,69.49,6.166,8.16,6.179,6.179,
6.300,21.076,0.126,0.241,264.182,998.102,-1.926,5.14,5.14,77.14,70.90,6.291,8.16,6.305,6.305,
6.400,21.071,0.129,0.246,269.252,998.105,-1.923,5.15,5.15,75.86,70.19,6.228,8.16,6.242,6.242,
6.500,21.068,0.128,0.245,268.548,998.106,-1.923,5.13,5.13,76.00,64.95,5.764,8.16,5.776,5.776,
6.600,21.068,0.131,0.250,273.341,998.108,-1.921,5.19,5.19,75.59,70.11,6.221,8.16,6.235,6.235,
6.700,21.062,0.133,0.254,278.352,998.112,-1.918,5.20,5.20,75.36,75.09,6.663,8.16,6.678,6.678,
6.800,21.060,0.131,0.251,275.187,998.112,-1.919,5.17,5.17,73.37,66.87,5.935,8.16,5.948,5.948,
6.900,21.060,0.132,0.252,275.843,998.112,-1.919,5.13,5.13,72.22,63.83,5.665,8.15,5.678,5.678,
7.000,21.057,0.136,0.260,284.803,998.116,-1.915,5.23,5.23,74.77,66.18,5.873,8.16,5.886,5.886,
7.100,21.046,0.138,0.263,288.216,998.121,-1.911,5.21,5.21,73.88,67.77,6.015,8.15,6.028,6.029,
7.200,21.044,0.138,0.264,289.581,998.122,-1.910,5.23,5.23,73.53,71.39,6.337,8.16,6.351,6.351,
7.300,21.043,0.138,0.264,289.327,998.123,-1.910,5.27,5.27,74.71,65.91,5.851,8.16,5.863,5.863,
7.400,21.042,0.138,0.265,290.033,998.123,-1.910,5.28,5.28,75.31,70.48,6.256,8.16,6.270,6.270,
7.500,21.040,0.139,0.267,292.295,998.125,-1.908,5.30,5.30,76.47,71.09,6.311,8.17,6.325,6.325,
7.600,21.037,0.139,0.266,291.745,998.126,-1.908,5.25,5.25,75.18,79.89,7.093,8.16,7.108,7.108,
7.700,21.039,0.139,0.265,290.654,998.126,-1.909,5.22,5.22,74.19,65.07,5.778,8.16,5.790,5.790,
7.800,21.041,0.139,0.265,290.681,998.126,-1.909,5.30,5.30,75.24,67.68,6.008,8.16,6.021,6.021,
7.900,21.040,0.139,0.266,291.342,998.127,-1.909,5.29,5.29,75.31,64.49,5.725,8.16,5.738,5.738,
8.000,21.039,0.140,0.267,292.841,998.128,-1.908,5.30,5.30,76.41,70.37,6.247,8.16,6.260,6.261,
8.100,21.039,0.140,0.268,294.097,998.129,-1.907,5.30,5.30,76.43,65.48,5.813,8.16,5.826,5.826,
8.200,21.038,0.140,0.268,293.881,998.129,-1.907,5.33,5.33,78.18,72.39,6.427,8.16,6.440,6.441,
8.300,21.036,0.141,0.269,295.240,998.131,-1.906,5.35,5.35,77.21,69.47,6.168,8.16,6.181,6.181,
8.400,21.035,0.141,0.270,295.788,998.132,-1.906,5.32,5.32,77.18,70.21,6.235,8.16,6.248,6.248,
8.500,21.034,0.141,0.270,295.975,998.132,-1.906,5.32,5.32,78.95,68.47,6.079,8.16,6.092,6.093,
8.600,21.030,0.141,0.270,296.366,998.134,-1.905,5.39,5.39,79.28,65.63,5.828,8.16,5.841,5.841,
8.700,21.029,0.141,0.270,296.000,998.134,-1.905,5.34,5.34,76.58,71.49,6.348,8.16,6.362,6.362,
8.800,21.027,0.142,0.271,296.976,998.135,-1.904,5.40,5.40,76.25,65.27,5.797,8.15,5.809,5.809,
8.900,21.026,0.143,0.274,300.185,998.137,-1.903,5.43,5.43,76.30,70.78,6.286,8.14,6.299,6.299,
9.000,21.018,0.146,0.279,305.775,998.142,-1.899,5.46,5.46,76.84,68.65,6.096,8.16,6.109,6.110,
9.100,21.015,0.146,0.279,306.261,998.143,-1.898,5.42,5.42,77.62,72.82,6.467,8.16,6.481,6.481,
9.200,21.012,0.146,0.278,305.135,998.143,-1.898,5.44,5.44,77.67,65.53,5.820,8.16,5.833,5.833,
9.300,21.011,0.146,0.278,305.078,998.144,-1.898,5.47,5.47,77.96,68.73,6.105,8.16,6.118,6.118,
9.400,21.012,0.146,0.279,305.420,998.145,-1.897,5.46,5.46,77.39,69.31,6.156,8.17,6.169,6.170,
9.500,21.010,0.147,0.281,308.066,998.146,-1.896,5.47,5.47,76.77,62.15,5.520,8.16,5.532,5.532,
9.600,21.009,0.146,0.280,306.912,998.147,-1.896,5.44,5.44,76.68,66.73,5.928,8.16,5.940,5.941,
9.700,21.009,0.147,0.280,307.370,998.147,-1.896,5.43,5.43,76.80,62.59,5.560,8.16,5.571,5.572,
9.800,21.009,0.147,0.281,308.552,998.148,-1.896,5.43,5.43,78.54,65.92,5.855,8.16,5.868,5.868,
9.900,21.008,0.147,0.281,308.544,998.149,-1.896,5.45,5.45,77.59,66.84,5.937,8.16,5.949,5.950,
10.000,21.008,0.149,0.286,313.290,998.151,-1.894,5.47,5.47,76.25,71.63,6.363,8.16,6.377,6.377,
10.100,21.008,0.151,0.288,316.138,998.153,-1.893,5.49,5.49,77.86,69.81,6.201,8.14,6.214,6.214,
10.200,21.005,0.155,0.297,325.593,998.157,-1.889,5.52,5.52,79.12,68.20,6.058,8.16,6.071,6.072,
10.300,20.998,0.180,0.345,377.791,998.178,-1.868,5.51,5.51,77.45,66.69,5.923,8.16,5.936,5.936,
10.400,20.995,0.194,0.370,405.870,998.190,-1.857,5.53,5.53,77.97,61.08,5.425,8.16,5.437,5.437,
10.500,20.991,0.205,0.392,429.865,998.200,-1.847,5.53,5.53,78.44,62.48,5.550,8.17,5.562,5.562,
10.600,20.985,0.267,0.508,556.932,998.249,-1.799,5.56,5.56,79.94,66.97,5.946,8.16,5.959,5.959,
10.700,20.959,0.733,1.344,1475.073,998.609,-1.439,5.58,5.58,77.73,65.46,5.798,8.16,5.811,5.811,
10.800,20.930,1.314,2.343,2573.887,999.058,-0.990,5.50,5.50,76.80,70.32,6.210,8.16,6.223,6.223,
10.900,20.861,2.040,3.546,3901.418,999.624,-0.424,5.38,5.38,72.85,63.00,5.546,8.16,5.558,5.558,
11.000,20.819,2.750,4.693,5168.957,1000.172,0.123,5.40,5.40,71.11,65.60,5.754,8.17,5.766,5.766,
11.100,20.716,3.506,5.881,6492.925,1000.768,0.719,5.21,5.21,68.76,69.92,6.112,8.16,6.125,6.125,
11.200,20.675,3.788,6.317,6981.331,1000.991,0.941,5.15,5.15,68.46,68.49,5.982,8.16,5.995,5.995,
11.300,20.621,4.127,6.837,7566.176,1001.261,1.210,4.98,4.98,63.35,65.06,5.680,8.15,5.692,5.692,
11.400,20.590,4.387,7.233,8009.828,1001.464,1.414,4.94,4.94,61.73,67.17,5.860,8.16,5.873,5.873,
11.500,20.576,4.523,7.439,8241.604,1001.571,1.520,4.89,4.89,62.45,76.23,6.649,8.16,6.663,6.663,
11.600,20.532,5.130,8.359,9270.181,1002.041,1.989,4.79,4.79,60.61,66.68,5.798,8.16,5.810,5.810,
11.700,20.477,5.524,8.945,9932.864,1002.351,2.299,4.75,4.75,58.77,64.25,5.578,8.16,5.590,5.590,
11.800,20.414,6.296,10.086,11218.270,1002.949,2.897,4.67,4.67,57.55,68.55,5.925,8.16,5.938,5.938,
11.900,20.375,6.792,10.813,12038.332,1003.334,3.281,4.67,4.67,57.81,65.04,5.608,8.15,5.621,5.620,
12.000,20.333,6.828,10.857,12099.320,1003.371,3.318,4.71,4.71,59.00,69.40,5.987,8.16,6.000,6.000,
12.100,20.302,6.854,10.888,12142.552,1003.398,3.344,4.67,4.67,57.96,65.66,5.667,8.16,5.680,5.679,
12.200,20.326,6.754,10.746,11977.758,1003.318,3.263,4.75,4.75,57.88,61.20,5.291,8.16,5.303,5.302,
12.300,20.315,7.280,11.518,12841.397,1003.719,3.664,4.75,4.75,57.64,76.41,6.585,8.16,6.600,6.599,
12.400,20.278,7.786,12.247,13667.156,1004.110,4.055,4.77,4.77,57.78,71.86,6.180,8.15,6.193,6.193,
12.500,20.137,8.887,13.798,15450.575,1004.974,4.919,4.66,4.66,58.06,67.67,5.791,8.16,5.804,5.803,
12.600,20.074,9.186,14.207,15933.924,1005.215,5.159,4.68,4.68,57.92,65.12,5.571,8.16,5.583,5.583,
12.700,20.038,9.555,14.722,16525.666,1005.503,5.447,4.58,4.58,59.33,67.60,5.774,8.16,5.787,5.786,
12.800,20.002,9.903,15.203,17081.765,1005.775,5.718,4.71,4.71,59.76,64.06,5.464,8.17,5.476,5.475,
12.900,19.975,10.194,15.606,17545.919,1006.001,5.944,4.64,4.64,59.44,69.73,5.940,8.16,5.953,5.953,
13.000,19.958,10.487,16.013,18011.048,1006.227,6.170,4.61,4.61,60.50,71.54,6.086,8.15,6.099,6.099,
13.100,19.917,10.823,16.470,18543.086,1006.491,6.433,4.58,4.58,58.89,64.91,5.516,8.16,5.528,5.527,
13.200,19.903,10.887,16.554,18645.285,1006.543,6.484,4.52,4.52,57.86,67.51,5.735,8.16,5.748,5.748,
13.300,19.848,11.733,17.714,19978.638,1007.196,7.137,4.46,4.46,57.66,69.13,5.849,8.16,5.861,5.861,
13.400,19.816,12.022,18.102,20432.409,1007.422,7.363,4.41,4.41,58.19,71.22,6.018,8.16,6.031,6.031,
13.500,19.777,12.862,19.245,21743.087,1008.067,8.008,4.38,4.38,56.74,68.62,5.772,8.16,5.785,5.785,
13.600,19.665,13.620,20.233,22923.354,1008.667,8.607,4.34,4.34,55.88,69.04,5.788,8.15,5.801,5.801,
13.700,19.605,14.300,21.129,23974.860,1009.196,9.135,4.12,4.12,52.75,75.92,6.346,8.16,6.360,6.359,
13.800,19.556,14.667,21.603,24542.340,1009.485,9.424,3.99,3.99,49.29,72.69,6.067,8.15,6.080,6.080,
13.900,19.448,15.917,23.227,26458.511,1010.457,10.396,3.73,3.73,46.05,69.73,5.790,8.15,5.803,5.802,
14.000,19.291,17.782,25.613,29292.522,1011.908,11.847,3.68,3.68,46.11,70.46,5.810,8.16,5.823,5.822,
14.100,19.047,20.118,28.508,32804.384,1013.737,13.675,3.52,3.52,48.19,63.35,5.178,8.16,5.189,5.188,
14.200,18.709,22.965,31.911,37037.349,1015.979,15.917,3.60,3.60,61.99,73.98,6.000,8.17,6.012,6.012,
14.300,18.150,28.434,38.232,45015.308,1020.277,20.215,4.82,4.82,136.90,79.65,6.301,8.15,6.313,6.313,
14.400,18.006,29.113,38.928,46007.752,1020.831,20.768,6.05,6.05,198.61,67.87,5.357,8.16,5.367,5.367,
14.500,17.948,29.327,39.137,46323.484,1021.009,20.946,6.47,6.47,221.00,73.48,5.798,8.14,5.809,5.809,
14.600,17.930,29.373,39.176,46390.880,1021.048,20.984,6.55,6.55,222.84,70.20,5.540,8.15,5.550,5.550,
14.700,17.926,29.403,39.208,46434.324,1021.072,21.008,6.81,6.81,224.04,71.24,5.623,8.16,5.634,5.634,
14.800,17.925,29.406,39.211,46439.498,1021.075,21.011,7.01,7.01,227.23,71.05,5.615,8.16,5.625,5.625,
14.900,17.926,29.413,39.220,46449.865,1021.081,21.017,6.90,6.90,235.73,76.39,6.039,8.15,6.050,6.050,
15.000,17.919,29.411,39.213,46448.159,1021.082,21.016,6.75,6.75,232.63,64.80,5.121,8.16,5.131,5.131,
15.100,17.919,29.415,39.217,46454.123,1021.085,21.020,6.76,6.76,235.54,75.07,5.932,8.17,5.943,5.943,
15.200,17.917,29.424,39.227,46466.845,1021.093,21.027,6.97,6.97,247.65,66.85,5.282,8.15,5.292,5.292,
15.300,17.917,29.422,39.224,46464.442,1021.092,21.025,6.95,6.95,245.36,74.45,5.880,8.16,5.891,5.891,
15.400,17.916,29.427,39.228,46471.407,1021.096,21.029,7.18,7.18,256.63,73.13,5.778,8.16,5.789,5.789,
15.500,17.915,29.440,39.243,46489.216,1021.106,21.039,7.41,7.41,264.16,75.96,6.000,8.17,6.011,6.011,
15.600,17.915,29.444,39.249,46496.372,1021.111,21.043,7.48,7.48,269.41,68.29,5.395,8.16,5.405,5.405,
15.700,17.917,29.438,39.243,46486.536,1021.105,21.037,7.66,7.66,268.86,85.32,6.743,8.16,6.756,6.756,
15.800,17.916,29.440,39.245,46490.224,1021.108,21.039,7.62,7.62,269.18,68.47,5.410,8.16,5.420,5.420,
15.900,17.916,29.441,39.246,46491.631,1021.109,21.040,7.64,7.64,272.09,62.67,4.953,8.16,4.962,4.962,
16.000,17.916,29.441,39.246,46491.327,1021.109,21.040,7.70,7.70,276.15,68.77,5.436,8.16,5.446,5.446,
16.100,17.915,29.440,39.244,46489.986,1021.109,21.039,7.61,7.61,274.32,75.00,5.928,8.16,5.939,5.939,
16.200,17.914,29.438,39.241,46487.083,1021.108,21.038,7.38,7.38,268.09,68.44,5.406,8.16,5.416,5.416,
16.300,17.915,29.441,39.244,46491.169,1021.111,21.040,7.44,7.44,273.42,60.59,4.786,8.16,4.795,4.795,
16.400,17.916,29.440,39.245,46490.575,1021.111,21.039,7.58,7.58,275.23,65.30,5.161,8.16,5.170,5.170,
16.500,17.916,29.439,39.244,46489.106,1021.110,21.039,7.65,7.65,274.74,82.73,6.538,8.16,6.550,6.550,
16.600,17.916,29.438,39.243,46488.099,1021.110,21.038,7.64,7.64,267.93,69.02,5.457,8.16,5.467,5.467,
16.700,17.916,29.438,39.243,46487.985,1021.110,21.038,7.63,7.63,270.62,73.93,5.845,8.16,5.856,5.856,
16.800,17.920,29.437,39.244,46484.943,1021.109,21.036,7.53,7.53,274.58,80.19,6.338,8.16,6.350,6.350,
16.900,17.917,29.438,39.243,46486.988,1021.111,21.037,7.48,7.48,277.41,72.40,5.722,8.16,5.733,5.733,
17.000,17.916,29.438,39.242,46487.633,1021.111,21.038,7.66,7.66,277.06,78.99,6.244,8.16,6.256,6.256,
17.100,17.919,29.441,39.249,46491.508,1021.113,21.039,8.11,8.11,282.40,69.93,5.525,8.16,5.536,5.536,
