Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
5.600,21.099,0.117,0.224,244.674,998.087,-1.938,4.96,4.96,76.85,75.18,6.675,8.14,6.690,6.690,
5.700,21.094,0.117,0.224,244.862,998.088,-1.937,4.98,4.98,77.78,75.85,6.735,8.14,6.749,6.750,
5.800,21.092,0.118,0.225,246.270,998.090,-1.936,5.00,5.00,77.62,65.43,5.810,8.14,5.822,5.823,
5.900,21.084,0.136,0.260,284.956,998.106,-1.921,5.02,5.02,77.44,70.28,6.241,8.13,6.254,6.255,
6.000,21.076,0.140,0.267,292.322,998.111,-1.916,5.05,5.05,77.88,75.23,6.681,8.13,6.695,6.695,
6.100,21.066,0.174,0.333,364.791,998.140,-1.888,5.14,5.14,78.40,71.24,6.327,8.14,6.340,6.341,
6.200,21.055,0.209,0.400,437.664,998.169,-1.858,5.17,5.17,78.84,72.10,6.403,8.13,6.417,6.417,
6.300,21.045,0.215,0.410,448.776,998.176,-1.852,5.16,5.16,77.72,70.42,6.255,8.14,6.269,6.269,
6.400,21.043,0.221,0.422,462.586,998.182,-1.847,5.17,5.17,77.64,66.74,5.928,8.14,5.941,5.941,
6.500,21.044,0.222,0.423,463.325,998.183,-1.847,5.17,5.17,78.00,65.34,5.805,8.14,5.817,5.817,
6.600,21.047,0.229,0.437,478.409,998.188,-1.841,5.12,5.12,76.32,69.51,6.173,8.14,6.186,6.186,
6.700,21.057,0.239,0.456,499.159,998.194,-1.836,5.08,5.08,77.06,69.81,6.198,8.14,6.211,6.211,
6.800,21.070,0.255,0.486,531.657,998.204,-1.827,5.02,5.02,76.88,78.12,6.934,8.14,6.948,6.949,
6.900,21.084,0.262,0.498,545.370,998.206,-1.825,5.00,5.00,76.13,72.96,6.474,8.14,6.487,6.488,
7.000,21.089,0.265,0.505,552.210,998.208,-1.823,5.01,5.01,77.32,76.43,6.781,8.14,6.796,6.796,
7.100,21.097,0.266,0.507,554.689,998.208,-1.824,4.96,4.96,78.62,71.45,6.339,8.14,6.353,6.353,
7.200,21.101,0.269,0.513,560.930,998.210,-1.823,4.98,4.98,79.01,73.15,6.489,8.14,6.503,6.504,
7.300,21.103,0.269,0.513,560.561,998.210,-1.823,4.97,4.97,79.42,70.58,6.261,8.14,6.275,6.275,
7.400,21.105,0.273,0.519,567.253,998.212,-1.821,4.98,4.98,79.14,69.44,6.160,8.14,6.174,6.174,
7.500,21.105,0.274,0.522,570.737,998.214,-1.820,4.95,4.95,78.70,58.22,5.165,8.13,5.176,5.176,
7.600,21.106,0.275,0.523,572.359,998.215,-1.819,4.94,4.94,78.85,69.25,6.143,8.14,6.156,6.156,
7.700,21.107,0.275,0.523,571.982,998.215,-1.820,4.94,4.94,78.07,66.36,5.887,8.14,5.900,5.900,
7.800,21.108,0.275,0.523,571.694,998.215,-1.820,4.92,4.92,75.42,68.97,6.117,8.14,6.130,6.131,
7.900,21.109,0.276,0.525,574.477,998.216,-1.819,4.91,4.91,74.36,76.92,6.821,8.14,6.836,6.836,
8.000,21.113,0.281,0.534,583.400,998.219,-1.817,4.83,4.83,71.22,75.37,6.684,8.14,6.699,6.699,
8.100,21.115,0.284,0.540,590.239,998.222,-1.814,4.84,4.84,71.30,74.08,6.570,8.13,6.584,6.584,
8.200,21.123,0.298,0.566,619.062,998.231,-1.805,4.89,4.89,74.93,62.58,5.547,8.13,5.559,5.559,
8.300,21.126,0.300,0.571,623.755,998.233,-1.804,4.90,4.90,76.43,70.18,6.221,8.14,6.234,6.234,
8.400,21.130,0.329,0.622,680.420,998.254,-1.784,4.94,4.94,77.77,63.52,5.630,8.14,5.642,5.642,
8.500,21.131,0.347,0.657,717.735,998.268,-1.770,4.97,4.97,78.90,68.42,6.063,8.14,6.076,6.077,
8.600,21.129,0.371,0.700,765.469,998.287,-1.751,4.97,4.97,79.22,71.72,6.356,8.14,6.369,6.369,
8.700,21.122,0.385,0.726,793.741,998.300,-1.739,4.98,4.98,79.82,73.07,6.475,8.14,6.489,6.490,
8.800,21.121,0.387,0.729,797.503,998.302,-1.737,4.99,4.99,79.64,70.88,6.281,8.15,6.295,6.295,
8.900,21.118,0.406,0.764,835.288,998.318,-1.722,5.00,5.00,79.58,69.91,6.195,8.14,6.208,6.208,
9.000,21.116,0.414,0.778,850.973,998.324,-1.716,5.03,5.03,80.54,66.74,5.914,8.14,5.927,5.927,
9.100,21.111,0.456,0.854,934.088,998.358,-1.683,5.04,5.04,81.19,66.61,5.902,8.14,5.914,5.914,
9.200,21.092,0.540,1.006,1100.123,998.427,-1.615,5.02,5.02,81.92,66.99,5.933,8.14,5.946,5.946,
9.300,21.064,0.650,1.200,1314.040,998.517,-1.525,4.98,4.98,78.90,72.31,6.403,8.14,6.416,6.417,
9.400,21.056,0.695,1.281,1402.228,998.554,-1.488,4.98,4.98,78.89,70.61,6.252,8.14,6.265,6.265,
9.500,21.045,0.740,1.359,1487.991,998.590,-1.452,5.02,5.02,77.45,70.10,6.206,8.14,6.219,6.220,
9.600,20.994,1.020,1.844,2022.506,998.815,-1.228,5.13,5.13,78.74,70.69,6.251,8.14,6.265,6.265,
9.700,20.978,1.028,1.858,2038.328,998.826,-1.218,5.13,5.13,78.08,64.45,5.701,8.14,5.714,5.714,
9.800,20.969,1.035,1.869,2051.194,998.833,-1.211,5.13,5.13,77.09,63.75,5.641,8.14,5.653,5.653,
9.900,20.962,1.071,1.930,2117.892,998.862,-1.182,5.15,5.15,77.39,75.82,6.709,8.13,6.723,6.724,
10.000,20.964,1.109,1.995,2189.774,998.891,-1.154,5.12,5.12,77.69,72.31,6.398,8.13,6.412,6.412,
10.100,20.967,1.134,2.038,2236.790,998.910,-1.135,5.06,5.06,76.82,67.79,5.997,8.14,6.010,6.010,
10.200,20.985,1.214,2.175,2385.966,998.967,-1.079,5.03,5.03,75.06,72.21,6.384,8.14,6.398,6.398,
10.300,20.987,1.219,2.185,2396.521,998.971,-1.075,5.00,5.00,75.32,73.25,6.475,8.14,6.489,6.489,
10.400,20.992,1.253,2.243,2459.638,998.996,-1.050,5.02,5.02,75.81,70.50,6.231,8.14,6.244,6.244,
10.500,20.993,1.269,2.270,2489.891,999.009,-1.038,5.02,5.02,76.27,69.35,6.128,8.14,6.142,6.142,
10.600,20.993,1.282,2.292,2513.140,999.019,-1.029,5.00,5.00,76.77,71.41,6.310,8.14,6.323,6.324,
10.700,20.992,1.280,2.288,2509.148,999.018,-1.030,5.01,5.01,75.29,68.65,6.066,8.14,6.079,6.079,
10.800,20.991,1.326,2.366,2594.917,999.054,-0.995,4.99,4.99,73.83,63.65,5.623,8.14,5.635,5.635,
10.900,20.987,1.412,2.511,2754.129,999.120,-0.929,5.04,5.04,74.11,70.21,6.200,8.14,6.214,6.214,
11.000,20.952,2.006,3.498,3840.095,999.579,-0.470,4.97,4.97,69.81,81.94,7.212,8.14,7.227,7.228,
11.100,20.920,2.450,4.219,4635.470,999.923,-0.127,4.94,4.94,67.67,80.83,7.097,8.14,7.113,7.113,
11.200,20.848,3.026,5.139,5655.201,1000.376,0.326,4.89,4.89,64.46,68.45,5.995,8.14,6.008,6.008,
11.300,20.801,3.622,6.075,6693.268,1000.838,0.788,4.83,4.83,62.18,60.56,5.288,8.13,5.300,5.300,
11.400,20.699,4.198,6.958,7685.581,1001.298,1.247,4.76,4.76,60.09,67.12,5.849,8.14,5.862,5.862,
11.500,20.668,4.298,7.109,7857.345,1001.381,1.329,4.75,4.75,59.31,68.21,5.945,8.14,5.958,5.958,
11.600,20.642,4.406,7.271,8042.092,1001.469,1.417,4.71,4.71,59.92,69.08,6.023,8.13,6.037,6.036,
11.700,20.613,4.894,8.014,8870.602,1001.845,1.793,4.66,4.66,58.61,75.61,6.578,8.14,6.592,6.592,
11.800,20.586,5.065,8.270,9159.569,1001.980,1.928,4.65,4.65,58.94,75.65,6.578,8.14,6.592,6.592,
11.900,20.555,5.370,8.727,9672.674,1002.218,2.165,4.61,4.61,58.87,72.14,6.265,8.14,6.279,6.279,
12.000,20.490,5.843,9.427,10465.624,1002.592,2.538,4.54,4.54,58.41,71.26,6.179,8.14,6.192,6.192,
12.100,20.469,6.016,9.682,10753.752,1002.727,2.673,4.55,4.55,57.01,76.49,6.628,8.13,6.643,6.643,
12.200,20.447,6.172,9.910,11013.499,1002.851,2.796,4.54,4.54,56.06,70.20,6.081,8.14,6.094,6.094,
12.300,20.421,6.428,10.285,11437.097,1003.050,2.996,4.52,4.52,54.73,68.29,5.909,8.14,5.922,5.922,
12.400,20.332,7.114,11.277,12567.880,1003.589,3.534,4.41,4.41,51.27,73.94,6.381,8.14,6.395,6.395,
12.500,20.303,7.390,11.675,13020.189,1003.805,3.749,4.38,4.38,50.87,72.51,6.252,8.13,6.265,6.265,
12.600,20.277,7.536,11.882,13259.558,1003.922,3.866,4.34,4.34,49.81,73.45,6.330,8.14,6.344,6.343,
12.700,20.259,7.645,12.037,13438.501,1004.009,3.952,4.34,4.34,48.74,71.59,6.168,8.14,6.181,6.181,
12.800,20.243,7.854,12.337,13779.223,1004.171,4.114,4.35,4.35,48.25,68.74,5.917,8.14,5.930,5.930,
12.900,20.224,7.959,12.484,13950.112,1004.255,4.198,4.31,4.31,46.73,69.16,5.951,8.14,5.964,5.964,
13.000,20.215,8.098,12.683,14175.150,1004.362,4.305,4.25,4.25,45.30,68.31,5.877,8.13,5.890,5.890,
13.100,20.136,9.134,14.152,15847.991,1005.164,5.106,4.26,4.26,45.00,66.21,5.665,8.14,5.677,5.677,
13.200,20.031,10.735,16.387,18398.258,1006.399,6.341,4.26,4.26,44.35,68.15,5.783,8.14,5.795,5.795,
13.300,19.923,12.498,18.803,21167.699,1007.758,7.699,4.14,4.14,41.99,67.79,5.699,8.14,5.711,5.711,
13.400,19.747,14.214,21.078,23832.691,1009.097,9.038,3.85,3.85,39.17,74.25,6.197,8.13,6.210,6.210,
13.500,19.632,15.249,22.423,25425.753,1009.907,9.848,3.72,3.72,38.28,73.30,6.089,8.14,6.103,6.102,
13.600,19.502,17.791,25.742,29284.158,1011.864,11.804,3.55,3.55,39.39,73.24,6.004,8.13,6.017,6.016,
13.700,19.277,19.934,28.413,32505.702,1013.542,13.482,3.33,3.33,38.59,77.40,6.284,8.14,6.298,6.297,
13.800,19.074,20.700,29.274,33662.836,1014.171,14.111,3.22,3.22,39.25,70.69,5.729,8.14,5.741,5.741,
13.900,18.804,22.869,31.857,36884.301,1015.883,15.822,3.16,3.16,37.70,72.38,5.827,8.14,5.839,5.839,
14.000,18.698,23.994,33.195,38538.267,1016.763,16.702,3.11,3.11,39.16,72.51,5.811,8.13,5.823,5.823,
14.100,18.517,26.778,36.512,42585.260,1018.927,18.865,2.97,2.97,42.56,81.73,6.455,8.14,6.469,6.468,
14.200,18.291,28.261,38.140,44744.555,1020.112,20.050,3.01,3.01,45.48,80.50,6.325,8.14,6.338,6.338,
14.300,18.126,29.229,39.171,46149.878,1020.890,20.828,3.11,3.11,50.90,72.91,5.714,8.14,5.725,5.725,
14.400,18.012,29.349,39.218,46342.628,1021.010,20.947,3.33,3.33,57.43,77.04,6.050,8.13,6.062,6.062,
14.500,17.919,29.532,39.357,46619.458,1021.172,21.109,3.59,3.59,72.22,75.63,5.954,8.14,5.965,5.965,
14.600,17.903,29.562,39.379,46665.172,1021.199,21.136,3.73,3.73,80.70,78.10,6.155,8.13,6.166,6.166,
14.700,17.895,29.575,39.387,46684.612,1021.211,21.147,3.94,3.94,87.02,78.42,6.183,8.14,6.194,6.194,
14.800,17.888,29.598,39.409,46718.272,1021.230,21.166,4.04,4.04,93.02,76.74,6.054,8.13,6.065,6.065,
14.900,17.883,29.614,39.425,46743.075,1021.245,21.180,4.08,4.08,97.79,78.75,6.215,8.14,6.227,6.227,
15.000,17.880,29.635,39.447,46772.760,1021.262,21.196,4.12,4.12,103.67,75.68,5.974,8.13,5.985,5.985,
15.100,17.877,29.643,39.454,46784.883,1021.269,21.203,4.35,4.35,107.70,74.79,5.905,8.14,5.916,5.916,
15.200,17.875,29.653,39.464,46799.625,1021.278,21.212,4.30,4.30,111.64,79.19,6.253,8.14,6.265,6.265,
15.300,17.874,29.663,39.475,46813.798,1021.286,21.219,4.33,4.33,111.90,79.95,6.313,8.14,6.325,6.325,
15.400,17.872,29.670,39.482,46824.749,1021.292,21.225,4.41,4.41,114.18,78.94,6.234,8.14,6.245,6.245,
15.500,17.871,29.685,39.499,46846.370,1021.304,21.237,4.56,4.56,118.28,75.06,5.930,8.14,5.941,5.941,
15.600,17.870,29.702,39.518,46870.926,1021.318,21.251,4.74,4.74,121.37,71.13,5.620,8.12,5.631,5.631,
15.700,17.868,29.714,39.530,46887.062,1021.328,21.259,4.78,4.78,126.31,75.48,5.965,8.14,5.975,5.975,
15.800,17.867,29.725,39.544,46904.118,1021.337,21.269,4.77,4.77,128.10,78.66,6.216,8.14,6.227,6.227,
15.900,17.865,29.728,39.545,46907.924,1021.340,21.271,4.82,4.82,129.89,76.60,6.052,8.14,6.063,6.063,
16.000,17.865,29.736,39.554,46918.969,1021.346,21.277,4.94,4.94,133.19,74.95,5.921,8.14,5.932,5.932,
16.100,17.864,29.741,39.559,46926.831,1021.351,21.281,5.06,5.06,139.76,70.44,5.564,8.14,5.574,5.574,
16.200,17.862,29.740,39.557,46926.054,1021.351,21.281,5.28,5.28,144.12,68.26,5.392,8.14,5.402,5.402,
16.300,17.863,29.744,39.562,46930.896,1021.354,21.284,5.52,5.52,156.82,76.28,6.027,8.14,6.038,6.038,
16.400,17.864,29.740,39.558,46925.750,1021.352,21.281,5.81,5.81,169.29,79.93,6.317,8.14,6.328,6.328,
16.500,17.863,29.741,39.559,46927.836,1021.354,21.282,6.15,6.15,185.00,81.64,6.453,8.14,6.465,6.465,
16.600,17.863,29.740,39.558,46925.486,1021.353,21.281,6.45,6.45,197.73,78.02,6.167,8.13,6.178,6.178,
16.700,17.863,29.739,39.557,46923.883,1021.352,21.280,6.55,6.55,206.25,79.69,6.300,8.14,6.311,6.311,
16.800,17.863,29.736,39.554,46920.490,1021.351,21.278,6.83,6.83,218.35,77.25,6.107,8.12,6.118,6.118,
16.900,17.863,29.738,39.556,46923.400,1021.353,21.279,7.13,7.13,230.73,78.85,6.235,8.13,6.246,6.246,
17.000,17.863,29.737,39.555,46922.063,1021.352,21.279,7.20,7.20,238.28,73.79,5.835,8.14,5.846,5.846,
17.100,17.864,29.734,39.552,46917.025,1021.350,21.276,7.43,7.43,252.74,69.16,5.468,8.13,5.478,5.478,
17.200,17.864,29.734,39.552,46917.699,1021.351,21.276,7.75,7.75,265.31,76.78,6.070,8.14,6.081,6.081,
17.300,17.864,29.741,39.560,46927.324,1021.356,21.281,7.94,7.94,278.00,70.67,5.586,8.13,5.597,5.597,
17.400,17.872,29.753,39.581,46942.859,1021.364,21.289,8.44,8.44,313.97,76.92,6.071,8.14,6.082,6.082,
17.500,17.866,29.738,39.559,46923.547,1021.355,21.279,8.46,8.46,314.92,74.34,5.867,8.15,5.878,5.878,
