Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
5.400,21.419,0.792,1.462,1586.779,998.529,-1.495,4.54,4.54,62.90,62.95,5.545,8.19,5.558,5.558,
5.500,21.420,0.836,1.540,1671.417,998.563,-1.461,4.54,4.54,62.89,65.77,5.793,8.20,5.806,5.806,
5.600,21.421,0.969,1.773,1924.668,998.665,-1.360,4.50,4.50,62.14,72.14,6.348,8.19,6.362,6.362,
5.700,21.418,0.991,1.811,1965.576,998.682,-1.343,4.47,4.47,61.12,70.46,6.199,8.19,6.212,6.212,
5.800,21.417,0.999,1.824,1979.989,998.689,-1.337,4.50,4.50,62.04,70.94,6.239,8.19,6.253,6.253,
5.900,21.412,1.034,1.884,2045.980,998.717,-1.310,4.51,4.51,60.65,71.16,6.256,8.19,6.270,6.270,
6.000,21.407,1.127,2.046,2222.056,998.789,-1.237,4.50,4.50,60.62,71.45,6.278,8.18,6.292,6.292,
6.100,21.404,1.166,2.113,2294.101,998.820,-1.208,4.47,4.47,60.62,68.20,5.992,8.21,6.005,6.006,
6.200,21.399,1.223,2.211,2400.960,998.865,-1.163,4.44,4.44,60.82,76.85,6.752,8.19,6.766,6.767,
6.300,21.396,1.289,2.323,2522.972,998.916,-1.113,4.44,4.44,60.92,73.44,6.450,8.18,6.464,6.464,
6.400,21.353,1.962,3.455,3756.699,999.436,-0.592,4.35,4.35,57.41,69.08,6.046,8.19,6.060,6.060,
6.500,21.300,2.194,3.834,4173.748,999.624,-0.405,4.27,4.27,55.50,69.09,6.043,8.18,6.057,6.057,
6.600,21.261,2.334,4.061,4425.489,999.740,-0.290,4.21,4.21,54.22,71.07,6.215,8.19,6.229,6.229,
6.700,21.229,2.444,4.239,4622.545,999.831,-0.199,4.15,4.15,53.40,67.50,5.903,8.18,5.916,5.916,
6.800,21.200,2.660,4.586,5004.646,1000.001,-0.029,4.12,4.12,52.47,71.00,6.205,8.19,6.218,6.218,
6.900,20.972,4.741,7.841,8603.316,1001.628,1.597,3.93,3.93,39.57,69.43,6.006,8.18,6.020,6.020,
7.000,20.853,5.277,8.642,9509.237,1002.060,2.029,3.77,3.77,34.87,66.95,5.784,8.19,5.797,5.797,
7.100,20.771,5.594,9.108,10042.059,1002.319,2.287,3.68,3.68,32.52,71.48,6.176,8.18,6.190,6.189,
7.200,20.706,5.991,9.693,10704.243,1002.634,2.602,3.62,3.62,30.73,77.11,6.656,8.19,6.671,6.671,
7.300,20.636,6.188,9.973,11032.287,1002.798,2.766,3.56,3.56,29.19,70.21,6.060,8.19,6.074,6.074,
7.400,20.593,6.188,9.964,11034.212,1002.809,2.776,3.53,3.53,28.37,69.98,6.046,8.19,6.059,6.059,
7.500,20.565,6.717,10.746,11907.821,1003.215,3.182,3.51,3.51,28.37,75.65,6.520,8.19,6.534,6.534,
7.600,20.539,7.234,11.504,12755.883,1003.612,3.579,3.51,3.51,29.11,70.69,6.077,8.18,6.090,6.090,
7.700,20.454,7.955,12.540,13933.636,1004.178,4.143,3.51,3.51,30.09,75.67,6.486,8.18,6.500,6.500,
7.800,20.412,8.475,13.284,14775.777,1004.581,4.546,3.51,3.51,29.37,73.65,6.299,8.19,6.313,6.313,
7.900,20.368,8.830,13.784,15348.278,1004.859,4.824,3.46,3.46,28.18,76.76,6.559,8.19,6.574,6.573,
8.000,20.319,9.224,14.337,15982.479,1005.169,5.133,3.39,3.39,26.43,70.68,6.032,8.19,6.045,6.045,
8.100,20.269,9.960,15.371,17157.022,1005.736,5.700,3.39,3.39,26.36,63.39,5.392,8.18,5.404,5.403,
8.200,20.198,10.472,16.074,17972.182,1006.140,6.104,3.33,3.33,25.99,61.88,5.257,8.19,5.269,5.269,
8.300,20.130,11.116,16.957,18991.538,1006.643,6.606,3.36,3.36,26.48,60.70,5.144,8.19,5.155,5.155,
8.400,20.018,11.670,17.690,19867.910,1007.088,7.051,3.28,3.28,26.02,66.68,5.643,8.18,5.655,5.654,
8.500,19.974,11.931,18.037,20279.351,1007.296,7.259,3.27,3.27,24.63,79.71,6.740,8.19,6.754,6.754,
8.600,19.914,12.324,18.558,20895.970,1007.607,7.569,3.20,3.20,23.95,81.15,6.852,8.18,6.867,6.867,
8.700,19.836,13.346,19.933,22487.744,1008.399,8.361,3.24,3.24,25.53,78.42,6.587,8.19,6.602,6.601,
8.800,19.792,13.698,20.394,23033.834,1008.676,8.637,3.21,3.21,25.96,68.11,5.712,8.19,5.724,5.724,
8.900,19.661,14.641,21.617,24493.512,1009.420,9.381,3.28,3.28,25.35,69.78,5.828,8.18,5.841,5.840,
9.000,19.576,15.441,22.653,25722.800,1010.046,10.006,3.16,3.16,25.12,74.67,6.219,8.19,6.233,6.232,
9.100,19.529,15.791,23.098,26258.650,1010.322,10.282,3.12,3.12,25.23,82.35,6.852,8.19,6.866,6.866,
9.200,19.444,17.024,24.695,28134.327,1011.277,11.236,3.03,3.03,26.51,82.24,6.800,8.19,6.815,6.814,
9.300,19.299,18.908,27.090,30974.847,1012.739,12.698,3.14,3.14,27.81,73.36,6.008,8.19,6.021,6.021,
9.400,19.144,20.785,29.427,33778.699,1014.200,14.159,2.93,2.93,26.39,73.96,6.009,8.18,6.022,6.021,
9.500,19.064,21.637,30.467,35043.430,1014.866,14.825,2.93,2.93,25.23,74.69,6.046,8.18,6.059,6.059,
9.600,18.989,22.136,31.053,35784.963,1015.263,15.221,2.85,2.85,24.33,83.83,6.773,8.19,6.787,6.787,
9.700,18.865,23.291,32.431,37490.920,1016.171,16.129,2.84,2.84,23.19,66.72,5.368,8.18,5.380,5.379,
9.800,18.810,24.127,33.442,38714.107,1016.820,16.777,2.80,2.80,23.69,66.20,5.308,8.18,5.319,5.319,
9.900,18.711,25.185,34.690,40260.364,1017.649,17.606,2.74,2.74,23.92,67.34,5.376,8.18,5.387,5.387,
10.000,18.617,25.837,35.428,41215.543,1018.168,18.125,2.73,2.73,24.79,66.16,5.270,8.19,5.281,5.281,
10.100,18.554,26.251,35.891,41821.601,1018.499,18.455,2.68,2.68,25.46,64.92,5.165,8.19,5.175,5.175,
10.200,18.510,26.621,36.312,42360.487,1018.792,18.748,2.63,2.63,25.34,74.20,5.897,8.18,5.909,5.909,
10.300,18.467,26.811,36.512,42639.783,1018.947,18.903,2.69,2.69,25.79,74.04,5.884,8.18,5.896,5.895,
10.400,18.439,26.901,36.599,42773.111,1019.023,18.978,2.78,2.78,26.97,69.38,5.515,8.19,5.526,5.526,
10.500,18.408,27.050,36.757,42991.609,1019.144,19.098,2.75,2.75,27.87,72.56,5.767,8.19,5.778,5.778,
10.600,18.377,27.177,36.888,43179.471,1019.249,19.203,2.74,2.74,27.53,73.73,5.859,8.18,5.871,5.870,
10.700,18.353,27.268,36.980,43313.853,1019.325,19.278,2.72,2.72,27.24,70.62,5.611,8.18,5.622,5.622,
10.800,18.337,27.325,37.036,43397.102,1019.372,19.325,2.81,2.81,27.53,70.49,5.601,8.18,5.612,5.612,
10.900,18.319,27.373,37.081,43470.081,1019.414,19.366,2.73,2.73,27.43,70.28,5.588,8.19,5.599,5.598,
11.000,18.313,27.387,37.092,43490.594,1019.426,19.378,2.76,2.76,28.28,76.46,6.080,8.18,6.092,6.092,
11.100,18.309,27.407,37.114,43520.313,1019.443,19.394,2.68,2.68,28.88,73.45,5.842,8.19,5.854,5.853,
11.200,18.300,27.428,37.132,43551.054,1019.461,19.412,2.73,2.73,29.26,76.22,6.060,8.19,6.071,6.071,
11.300,18.300,27.439,37.146,43567.799,1019.470,19.421,2.78,2.78,27.96,73.66,5.855,8.18,5.867,5.867,
11.400,18.295,27.456,37.162,43592.439,1019.484,19.435,2.82,2.82,28.54,71.97,5.721,8.19,5.732,5.732,
11.500,18.292,27.464,37.170,43604.980,1019.492,19.442,2.67,2.67,29.86,74.47,5.921,8.18,5.932,5.932,
11.600,18.288,27.509,37.221,43669.206,1019.527,19.477,2.75,2.75,28.91,71.07,5.651,8.18,5.661,5.661,
11.700,18.278,27.587,37.309,43783.261,1019.590,19.539,2.79,2.79,28.82,76.06,6.045,8.19,6.057,6.057,
11.800,18.269,27.657,37.386,43884.681,1019.646,19.594,2.77,2.77,29.61,73.13,5.811,8.19,5.822,5.822,
11.900,18.258,27.705,37.436,43954.856,1019.685,19.633,2.78,2.78,31.02,69.20,5.499,8.19,5.510,5.510,
12.000,18.249,27.755,37.490,44028.172,1019.726,19.674,2.86,2.86,32.64,72.38,5.752,8.18,5.763,5.763,
12.100,18.241,27.795,37.530,44086.259,1019.759,19.706,2.86,2.86,31.11,82.13,6.526,8.19,6.538,6.538,
12.200,18.233,27.829,37.566,44136.121,1019.787,19.734,2.88,2.88,30.38,87.04,6.916,8.19,6.929,6.929,
12.300,18.222,27.900,37.643,44240.106,1019.844,19.791,2.84,2.84,30.13,82.06,6.521,8.18,6.533,6.533,
12.400,18.215,27.928,37.671,44281.000,1019.868,19.814,2.82,2.82,29.38,73.48,5.840,8.18,5.851,5.851,
12.500,18.208,28.014,37.769,44404.840,1019.935,19.881,2.82,2.82,29.45,75.75,6.018,8.18,6.029,6.029,
12.600,18.194,28.082,37.840,44504.383,1019.991,19.936,2.78,2.78,30.03,70.19,5.574,8.19,5.585,5.585,
12.700,18.178,28.131,37.887,44577.326,1020.033,19.977,2.81,2.81,30.00,69.68,5.533,8.17,5.544,5.544,
12.800,18.167,28.167,37.922,44631.485,1020.063,20.008,2.86,2.86,31.97,78.65,6.245,8.18,6.256,6.256,
12.900,18.161,28.177,37.929,44646.216,1020.073,20.017,2.97,2.97,32.92,78.69,6.248,8.18,6.260,6.260,
13.000,18.156,28.195,37.948,44673.561,1020.088,20.032,2.95,2.95,32.57,73.89,5.868,8.19,5.879,5.879,
13.100,18.148,28.256,38.015,44762.120,1020.137,20.080,2.77,2.77,30.29,74.52,5.917,8.19,5.928,5.928,
13.200,18.141,28.278,38.036,44794.815,1020.156,20.099,2.78,2.78,30.67,71.59,5.683,8.18,5.694,5.694,
13.300,18.136,28.300,38.057,44826.001,1020.174,20.116,2.83,2.83,31.27,75.73,6.013,8.19,6.024,6.024,
13.400,18.124,28.336,38.091,44879.330,1020.205,20.146,2.74,2.74,30.24,71.32,5.661,8.19,5.672,5.672,
13.500,18.123,28.341,38.096,44887.573,1020.210,20.151,2.90,2.90,29.72,74.82,5.940,8.18,5.951,5.951,
13.600,18.117,28.373,38.130,44934.159,1020.236,20.177,2.84,2.84,29.74,74.94,5.949,8.18,5.960,5.960,
13.700,18.111,28.395,38.151,44966.529,1020.255,20.195,2.74,2.74,30.73,76.36,6.062,8.19,6.074,6.074,
13.800,18.109,28.398,38.153,44971.210,1020.258,20.198,2.76,2.76,30.79,75.08,5.960,8.17,5.972,5.972,
13.900,18.107,28.402,38.156,44977.305,1020.262,20.201,2.64,2.64,30.07,73.58,5.841,8.19,5.852,5.852,
14.000,18.107,28.401,38.155,44975.579,1020.261,20.200,2.67,2.67,29.23,74.66,5.927,8.18,5.938,5.938,
14.100,18.107,28.404,38.160,44980.942,1020.264,20.203,2.71,2.71,28.88,71.89,5.708,8.19,5.718,5.718,
14.200,18.107,28.405,38.160,44981.424,1020.265,20.203,2.77,2.77,29.38,75.34,5.982,8.19,5.993,5.993,
14.300,18.107,28.411,38.168,44990.663,1020.270,20.208,2.85,2.85,32.06,69.26,5.500,8.18,5.510,5.510,
14.400,18.106,28.412,38.168,44991.603,1020.271,20.209,2.81,2.81,31.04,72.33,5.743,8.18,5.754,5.754,
14.500,18.105,28.412,38.168,44992.623,1020.272,20.209,2.82,2.82,31.77,71.47,5.676,8.17,5.686,5.686,
14.600,18.105,28.417,38.174,45000.117,1020.277,20.214,2.76,2.76,31.51,77.75,6.174,8.18,6.186,6.186,
14.700,18.105,28.429,38.188,45016.943,1020.286,20.223,2.77,2.77,32.32,76.66,6.087,8.18,6.098,6.098,
14.800,18.104,28.449,38.211,45045.077,1020.302,20.238,2.72,2.72,31.19,73.10,5.804,8.19,5.815,5.815,
14.900,18.102,28.462,38.226,45064.244,1020.313,20.248,2.72,2.72,31.40,73.00,5.796,8.18,5.807,5.807,
15.000,18.098,28.486,38.252,45099.860,1020.333,20.268,2.75,2.75,31.02,74.02,5.877,8.19,5.888,5.888,
15.100,18.094,28.522,38.291,45150.741,1020.361,20.296,2.73,2.73,31.37,75.92,6.027,8.18,6.038,6.038,
15.200,18.090,28.555,38.328,45199.797,1020.389,20.323,2.79,2.79,31.71,72.83,5.781,8.18,5.791,5.791,
15.300,18.084,28.606,38.385,45273.330,1020.429,20.363,2.81,2.81,32.11,70.71,5.611,8.18,5.622,5.622,
15.400,18.079,28.642,38.423,45324.601,1020.458,20.391,2.73,2.73,30.84,73.81,5.856,8.18,5.867,5.867,
15.500,18.072,28.668,38.449,45363.507,1020.480,20.413,2.79,2.79,32.28,70.51,5.593,8.19,5.604,5.604,
15.600,18.059,28.708,38.487,45422.723,1020.514,20.446,2.80,2.80,33.18,79.26,6.286,8.19,6.298,6.298,
15.700,18.054,28.737,38.517,45464.948,1020.538,20.470,2.77,2.77,33.98,74.86,5.936,8.19,5.947,5.947,
15.800,18.051,28.769,38.553,45510.731,1020.563,20.494,2.72,2.72,31.86,75.93,6.021,8.18,6.032,6.032,
15.900,18.043,28.832,38.622,45602.038,1020.614,20.545,2.72,2.72,29.64,71.74,5.687,8.19,5.698,5.698,
16.000,18.036,28.889,38.685,45684.704,1020.659,20.590,2.76,2.76,28.71,75.68,5.999,8.18,6.010,6.010,
16.100,18.032,28.918,38.717,45726.449,1020.683,20.613,2.69,2.69,28.76,78.30,6.206,8.18,6.217,6.217,
16.200,18.027,28.969,38.774,45800.245,1020.724,20.653,2.87,2.87,29.17,72.03,5.708,8.19,5.718,5.718,
16.300,18.009,29.073,38.884,45951.318,1020.807,20.737,2.97,2.97,34.59,77.19,6.115,8.18,6.126,6.126,
16.400,18.002,29.099,38.910,45990.133,1020.830,20.759,3.01,3.01,39.83,69.13,5.475,8.18,5.486,5.486,
16.500,17.996,29.105,38.911,45998.930,1020.836,20.764,3.10,3.10,45.84,73.65,5.835,8.20,5.846,5.846,
16.600,17.992,29.114,38.919,46012.586,1020.844,20.772,3.20,3.20,50.12,70.93,5.621,8.18,5.631,5.631,
16.700,17.988,29.122,38.925,46025.509,1020.852,20.779,3.37,3.37,54.77,74.24,5.883,8.18,5.894,5.894,
16.800,17.985,29.130,38.931,46036.644,1020.859,20.786,3.47,3.47,61.06,74.71,5.921,8.18,5.932,5.932,
16.900,17.983,29.131,38.932,46038.938,1020.861,20.787,3.66,3.66,68.79,73.98,5.864,8.19,5.875,5.875,
17.000,17.981,29.138,38.938,46049.377,1020.867,20.793,3.75,3.75,74.71,71.11,5.635,8.17,5.646,5.646,
17.100,17.979,29.142,38.942,46055.598,1020.871,20.797,3.92,3.92,82.20,73.70,5.841,8.18,5.852,5.852,
17.200,17.979,29.146,38.947,46061.387,1020.874,20.800,4.02,4.02,88.29,70.26,5.568,8.19,5.578,5.578,
17.300,17.981,29.150,38.953,46066.623,1020.877,20.802,4.29,4.29,92.50,77.22,6.118,8.18,6.130,6.130,
17.400,17.977,29.148,38.947,46064.022,1020.877,20.801,4.60,4.60,102.02,72.56,5.749,8.18,5.759,5.759,
17.500,17.974,29.159,38.958,46080.256,1020.886,20.810,4.73,4.73,108.25,75.36,5.968,8.18,5.979,5.979,
