Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
3.000,21.380,0.345,0.656,712.671,998.187,-1.826,4.79,4.79,71.82,69.10,6.088,8.11,6.101,6.102,
3.100,21.383,0.367,0.697,757.720,998.204,-1.810,4.77,4.77,69.96,67.67,5.961,8.10,5.974,5.974,
3.200,21.385,0.369,0.701,761.593,998.205,-1.809,4.79,4.79,68.57,58.79,5.179,8.09,5.190,5.190,
3.300,21.387,0.385,0.730,792.997,998.217,-1.797,4.79,4.79,68.05,60.67,5.344,8.09,5.356,5.356,
3.400,21.388,0.401,0.759,824.994,998.230,-1.785,4.80,4.80,68.25,65.53,5.771,8.11,5.784,5.784,
3.500,21.388,0.405,0.767,832.761,998.233,-1.782,4.83,4.83,68.74,68.83,6.061,8.09,6.074,6.075,
3.600,21.388,0.419,0.793,861.432,998.245,-1.771,4.83,4.83,68.97,66.07,5.817,8.10,5.830,5.830,
3.700,21.388,0.414,0.782,849.967,998.241,-1.776,4.83,4.83,68.72,69.77,6.144,8.11,6.157,6.157,
3.800,21.388,0.413,0.781,848.084,998.240,-1.777,4.88,4.88,71.39,65.65,5.781,8.09,5.794,5.794,
3.900,21.388,0.411,0.778,845.134,998.240,-1.778,4.93,4.93,72.71,64.65,5.692,8.10,5.705,5.705,
4.000,21.388,0.410,0.775,841.906,998.239,-1.779,4.91,4.91,73.69,63.98,5.634,8.10,5.646,5.646,
4.100,21.389,0.411,0.778,844.881,998.240,-1.778,4.90,4.90,73.62,66.25,5.834,8.09,5.846,5.847,
4.200,21.388,0.415,0.786,853.625,998.244,-1.774,4.90,4.90,72.96,67.78,5.968,8.12,5.981,5.982,
4.300,21.387,0.423,0.799,868.510,998.251,-1.768,4.89,4.89,73.20,68.69,6.048,8.10,6.061,6.062,
4.400,21.386,0.425,0.804,873.529,998.253,-1.766,4.89,4.89,73.40,68.94,6.070,8.09,6.083,6.083,
4.500,21.386,0.428,0.808,877.789,998.255,-1.765,4.92,4.92,74.73,65.97,5.809,8.09,5.822,5.822,
4.600,21.386,0.430,0.812,882.022,998.258,-1.763,4.94,4.94,74.58,65.94,5.806,8.12,5.819,5.819,
4.700,21.389,0.427,0.807,876.602,998.255,-1.766,4.92,4.92,73.62,63.94,5.629,8.09,5.641,5.642,
4.800,21.389,0.426,0.806,875.285,998.255,-1.766,4.93,4.93,73.75,65.20,5.740,8.11,5.753,5.753,
4.900,21.387,0.424,0.802,871.573,998.255,-1.767,4.91,4.91,71.66,66.59,5.863,8.12,5.876,5.876,
5.000,21.388,0.421,0.795,863.873,998.252,-1.770,4.85,4.85,69.52,66.94,5.894,8.11,5.907,5.907,
5.100,21.389,0.419,0.792,860.181,998.251,-1.772,4.81,4.81,68.35,70.14,6.176,8.09,6.190,6.190,
5.200,21.389,0.416,0.787,854.766,998.249,-1.774,4.79,4.79,67.55,64.75,5.701,8.10,5.714,5.714,
5.300,21.390,0.418,0.790,858.174,998.251,-1.773,4.77,4.77,66.92,68.11,5.997,8.10,6.010,6.010,
5.400,21.391,0.412,0.780,847.137,998.247,-1.777,4.75,4.75,66.48,66.06,5.816,8.09,5.829,5.829,
5.500,21.390,0.417,0.790,857.646,998.251,-1.773,4.73,4.73,66.26,66.25,5.833,8.10,5.846,5.846,
5.600,21.389,0.445,0.839,911.380,998.272,-1.753,4.73,4.73,66.37,62.20,5.475,8.09,5.487,5.487,
5.700,21.387,0.471,0.887,963.157,998.293,-1.732,4.73,4.73,66.72,69.60,6.126,8.10,6.140,6.140,
5.800,21.382,0.462,0.871,946.431,998.288,-1.737,4.76,4.76,66.53,73.05,6.431,8.10,6.445,6.445,
5.900,21.381,0.441,0.833,904.741,998.273,-1.753,4.74,4.74,66.15,74.12,6.526,8.10,6.541,6.541,
6.000,21.377,0.501,0.941,1022.446,998.320,-1.707,4.75,4.75,66.36,64.95,5.717,8.09,5.729,5.730,
6.100,21.370,0.519,0.973,1057.158,998.335,-1.692,4.77,4.77,66.47,63.67,5.604,8.10,5.616,5.617,
6.200,21.363,0.532,0.998,1084.279,998.348,-1.680,4.79,4.79,67.33,73.29,6.451,8.09,6.465,6.466,
6.300,21.362,0.531,0.995,1081.978,998.348,-1.681,4.81,4.81,67.74,73.58,6.477,8.10,6.492,6.492,
6.400,21.360,0.548,1.026,1115.449,998.362,-1.667,4.81,4.81,67.77,69.18,6.090,8.09,6.103,6.103,
6.500,21.357,0.566,1.059,1151.099,998.377,-1.652,4.85,4.85,69.24,66.42,5.846,8.10,5.859,5.859,
6.600,21.354,0.577,1.078,1172.123,998.386,-1.644,4.85,4.85,69.40,65.00,5.721,8.09,5.733,5.733,
6.700,21.352,0.582,1.087,1182.354,998.391,-1.639,4.83,4.83,68.58,68.13,5.996,8.10,6.010,6.010,
6.800,21.353,0.590,1.102,1197.843,998.397,-1.633,4.83,4.83,68.41,66.99,5.896,8.11,5.909,5.909,
6.900,21.352,0.592,1.105,1201.095,998.399,-1.632,4.85,4.85,68.38,66.22,5.828,8.10,5.841,5.841,
7.000,21.352,0.592,1.104,1200.259,998.399,-1.632,4.83,4.83,67.85,70.52,6.207,8.09,6.221,6.221,
7.100,21.352,0.590,1.101,1197.590,998.398,-1.633,4.83,4.83,67.77,71.32,6.277,8.09,6.291,6.291,
7.200,21.352,0.600,1.119,1216.335,998.406,-1.626,4.83,4.83,67.81,70.39,6.196,8.10,6.209,6.210,
7.300,21.351,0.601,1.121,1218.999,998.408,-1.625,4.86,4.86,68.35,67.44,5.936,8.10,5.949,5.949,
7.400,21.351,0.597,1.113,1210.442,998.405,-1.628,4.87,4.87,68.33,74.14,6.525,8.08,6.540,6.540,
7.500,21.352,0.597,1.114,1210.757,998.405,-1.628,4.88,4.88,68.72,73.69,6.486,8.09,6.500,6.500,
7.600,21.352,0.600,1.119,1216.123,998.408,-1.626,4.87,4.87,68.79,70.06,6.166,8.10,6.180,6.180,
7.700,21.351,0.597,1.114,1211.202,998.406,-1.628,4.88,4.88,68.80,65.41,5.757,8.10,5.770,5.770,
7.800,21.352,0.588,1.098,1193.925,998.400,-1.635,4.89,4.89,69.88,65.09,5.729,8.09,5.741,5.742,
7.900,21.353,0.593,1.106,1202.532,998.404,-1.632,4.87,4.87,70.53,67.79,5.967,8.10,5.980,5.980,
8.000,21.353,0.600,1.120,1217.308,998.410,-1.626,4.89,4.89,71.00,67.17,5.912,8.09,5.925,5.926,
8.100,21.356,0.606,1.130,1228.193,998.414,-1.622,4.91,4.91,70.92,61.70,5.430,8.10,5.442,5.442,
8.200,21.356,0.617,1.149,1248.818,998.422,-1.614,4.92,4.92,70.95,61.07,5.374,8.10,5.386,5.386,
8.300,21.353,0.623,1.161,1261.893,998.429,-1.608,4.92,4.92,71.42,70.87,6.236,8.11,6.250,6.250,
8.400,21.352,0.618,1.151,1250.950,998.425,-1.612,4.91,4.91,71.27,70.78,6.229,8.09,6.243,6.243,
8.500,21.351,0.609,1.135,1234.317,998.419,-1.619,4.90,4.90,71.06,62.80,5.527,8.10,5.539,5.539,
8.600,21.352,0.603,1.125,1223.147,998.415,-1.623,4.89,4.89,70.03,60.46,5.322,8.10,5.333,5.334,
8.700,21.353,0.592,1.104,1200.587,998.407,-1.632,4.87,4.87,70.14,65.44,5.760,8.10,5.773,5.773,
8.800,21.352,0.626,1.166,1267.647,998.433,-1.606,4.86,4.86,69.63,60.27,5.303,8.10,5.315,5.315,
8.900,21.346,0.705,1.306,1420.323,998.495,-1.545,4.90,4.90,71.31,72.26,6.356,8.10,6.370,6.370,
9.000,21.340,0.725,1.341,1458.302,998.512,-1.528,4.94,4.94,71.86,63.25,5.563,8.10,5.575,5.576,
9.100,21.339,0.735,1.359,1477.763,998.520,-1.520,4.92,4.92,69.95,67.21,5.912,8.10,5.925,5.925,
9.200,21.331,0.750,1.385,1507.097,998.534,-1.507,4.92,4.92,70.04,63.00,5.542,8.10,5.554,5.554,
9.300,21.330,0.745,1.375,1496.317,998.530,-1.511,4.90,4.90,69.79,64.81,5.701,8.10,5.714,5.714,
9.400,21.331,0.726,1.343,1461.081,998.517,-1.525,4.92,4.92,70.10,68.66,6.041,8.10,6.054,6.054,
9.500,21.335,0.642,1.194,1298.230,998.452,-1.590,4.92,4.92,70.50,68.99,6.073,8.10,6.086,6.086,
9.600,21.342,0.628,1.169,1271.708,998.441,-1.602,4.91,4.91,69.67,65.14,5.733,8.09,5.746,5.746,
9.700,21.345,0.721,1.334,1451.148,998.511,-1.532,4.88,4.88,69.34,69.66,6.128,8.10,6.141,6.142,
9.800,21.340,0.752,1.389,1510.761,998.536,-1.508,4.89,4.89,69.68,69.86,6.145,8.10,6.158,6.158,
9.900,21.334,0.748,1.382,1503.773,998.535,-1.509,4.94,4.94,71.12,73.11,6.431,8.08,6.445,6.445,
10.000,21.333,0.720,1.333,1449.575,998.514,-1.530,4.93,4.93,70.18,69.05,6.075,8.09,6.089,6.089,
10.100,21.334,0.781,1.439,1565.423,998.560,-1.485,4.91,4.91,69.77,68.26,6.004,8.11,6.017,6.017,
10.200,21.328,0.781,1.439,1565.727,998.562,-1.483,4.93,4.93,70.29,71.32,6.273,8.10,6.286,6.287,
10.300,21.327,0.749,1.384,1505.693,998.539,-1.507,4.93,4.93,71.06,74.02,6.512,8.09,6.526,6.526,
10.400,21.327,0.768,1.417,1541.103,998.554,-1.493,4.92,4.92,70.47,73.27,6.445,8.09,6.459,6.460,
10.500,21.322,0.863,1.584,1723.513,998.628,-1.419,4.92,4.92,70.86,73.56,6.467,8.09,6.481,6.481,
10.600,21.308,0.978,1.784,1941.345,998.718,-1.329,4.91,4.91,70.18,72.57,6.377,8.09,6.391,6.391,
10.700,21.243,1.747,3.089,3367.736,999.317,-0.731,4.85,4.85,70.64,70.16,6.142,8.10,6.155,6.155,
10.800,21.177,2.193,3.824,4174.663,999.671,-0.378,4.81,4.81,70.07,76.66,6.698,8.10,6.713,6.713,
10.900,21.132,2.382,4.128,4512.192,999.824,-0.225,4.77,4.77,69.57,72.87,6.365,8.10,6.379,6.379,
11.000,21.098,2.532,4.370,4780.504,999.946,-0.103,4.74,4.74,69.57,69.95,6.109,8.09,6.122,6.122,
11.100,21.039,2.971,5.072,5555.867,1000.292,0.242,4.66,4.66,68.83,73.38,6.398,8.09,6.412,6.412,
11.200,20.995,3.082,5.244,5750.389,1000.386,0.336,4.64,4.64,67.80,70.25,6.125,8.10,6.139,6.139,
11.300,20.972,3.199,5.428,5956.165,1000.480,0.430,4.62,4.62,67.55,64.95,5.662,8.10,5.675,5.675,
11.400,20.962,3.292,5.575,6118.361,1000.553,0.503,4.65,4.65,67.58,63.60,5.543,8.11,5.555,5.556,
11.500,20.938,3.547,5.975,6561.377,1000.752,0.701,4.61,4.61,67.23,69.74,6.073,8.12,6.086,6.086,
11.600,20.911,4.004,6.688,7349.284,1001.105,1.053,4.56,4.56,65.21,71.67,6.226,8.10,6.240,6.240,
11.700,20.797,4.794,7.893,8697.002,1001.728,1.676,4.46,4.46,61.35,61.27,5.307,8.10,5.319,5.319,
11.800,20.748,5.198,8.502,9379.462,1002.045,1.993,4.43,4.43,60.26,63.94,5.530,8.11,5.542,5.542,
11.900,20.694,5.757,9.338,10315.276,1002.480,2.427,4.39,4.39,58.22,63.44,5.473,8.10,5.486,5.485,
12.000,20.625,6.178,9.956,11016.765,1002.814,2.761,4.36,4.36,55.87,66.37,5.717,8.09,5.729,5.729,
12.100,20.565,6.587,10.553,11694.208,1003.137,3.084,4.30,4.30,53.43,73.80,6.348,8.10,6.362,6.362,
12.200,20.508,6.869,10.959,12161.165,1003.364,3.310,4.24,4.24,51.95,63.49,5.458,8.10,5.470,5.470,
12.300,20.430,7.907,12.464,13857.120,1004.167,4.112,4.16,4.16,48.65,65.54,5.609,8.10,5.621,5.621,
12.400,20.349,8.282,12.987,14467.717,1004.469,4.414,4.12,4.12,48.42,63.57,5.435,8.10,5.447,5.446,
12.500,20.302,8.771,13.680,15256.762,1004.850,4.794,4.12,4.12,48.26,61.78,5.272,8.11,5.284,5.284,
12.600,20.256,8.947,13.919,15541.298,1004.993,4.937,4.07,4.07,48.26,67.39,5.750,8.10,5.762,5.762,
12.700,20.232,8.947,13.913,15543.562,1005.000,4.943,4.03,4.03,47.97,68.70,5.865,8.10,5.878,5.878,
12.800,20.221,9.063,14.076,15729.431,1005.090,5.033,4.03,4.03,47.75,69.30,5.915,8.10,5.928,5.928,
12.900,20.204,9.247,14.335,16025.651,1005.234,5.177,4.00,4.00,47.23,66.77,5.694,8.10,5.706,5.706,
13.000,20.171,9.509,14.698,16444.782,1005.439,5.382,4.02,4.02,46.05,70.77,6.029,8.11,6.042,6.042,
13.100,20.154,9.666,14.916,16696.043,1005.562,5.504,4.02,4.02,44.83,65.86,5.607,8.09,5.619,5.619,
13.200,20.113,9.914,15.255,17093.188,1005.760,5.701,3.97,3.97,43.10,67.97,5.780,8.09,5.793,5.793,
13.300,20.095,10.079,15.484,17356.585,1005.889,5.830,3.95,3.95,42.70,63.45,5.392,8.11,5.404,5.403,
13.400,20.077,10.163,15.597,17491.629,1005.957,5.898,3.89,3.89,41.62,63.19,5.371,8.09,5.382,5.382,
13.500,20.057,10.443,15.985,17935.376,1006.174,6.114,3.90,3.90,40.48,67.46,5.732,8.09,5.745,5.745,
13.600,20.049,10.689,16.329,18324.474,1006.362,6.302,3.89,3.89,38.43,73.58,6.247,8.11,6.261,6.261,
13.700,20.029,10.970,16.717,18769.601,1006.580,6.519,3.82,3.82,36.91,68.65,5.826,8.11,5.839,5.839,
13.800,19.882,12.050,18.166,20471.597,1007.430,7.369,3.69,3.69,34.73,68.59,5.796,8.09,5.808,5.808,
13.900,19.839,12.446,18.697,21091.362,1007.740,7.678,3.62,3.62,34.32,62.32,5.258,8.08,5.269,5.269,
14.000,19.797,12.673,18.993,21448.407,1007.922,7.860,3.56,3.56,34.10,63.99,5.394,8.09,5.405,5.405,
14.100,19.767,12.953,19.365,21884.370,1008.141,8.079,3.56,3.56,33.75,66.71,5.618,8.09,5.630,5.629,
14.200,19.700,13.545,20.147,22806.075,1008.605,8.542,3.50,3.50,32.95,72.56,6.096,8.09,6.110,6.109,
14.300,19.655,13.949,20.676,23431.619,1008.921,8.858,3.46,3.46,31.79,71.26,5.976,8.08,5.989,5.989,
14.400,19.575,14.700,21.657,24591.863,1009.509,9.445,3.43,3.43,32.12,74.95,6.261,8.10,6.275,6.275,
14.500,19.486,15.649,22.889,26048.547,1010.248,10.185,3.35,3.35,31.51,70.41,5.854,8.08,5.867,5.866,
14.600,19.358,17.431,25.188,28757.629,1011.629,11.565,3.32,3.32,30.81,66.71,5.502,8.09,5.514,5.514,
14.700,19.114,20.694,29.292,33648.956,1014.161,14.097,3.15,3.15,30.55,68.99,5.592,8.08,5.604,5.603,
14.800,18.850,22.689,31.661,36615.131,1015.739,15.674,3.06,3.06,31.08,68.28,5.489,8.10,5.501,5.500,
14.900,18.612,24.080,33.242,38677.074,1016.854,16.788,3.13,3.13,36.33,70.14,5.625,8.09,5.636,5.636,
15.000,18.406,25.647,35.032,40976.510,1018.095,18.029,3.05,3.05,37.48,71.51,5.698,8.09,5.710,5.709,
15.100,18.271,26.654,36.164,42448.196,1018.895,18.829,3.00,3.00,42.49,70.71,5.612,8.09,5.623,5.623,
15.200,18.078,28.304,38.014,44843.365,1020.199,20.133,3.31,3.31,54.75,65.26,5.147,8.09,5.157,5.157,
15.300,17.987,29.039,38.824,45906.639,1020.782,20.716,3.45,3.45,67.92,66.43,5.231,8.11,5.241,5.241,
15.400,17.955,29.081,38.847,45972.381,1020.823,20.756,3.60,3.60,70.10,68.37,5.391,8.10,5.401,5.401,
15.500,17.950,29.152,38.928,46073.936,1020.878,20.811,3.85,3.85,77.42,77.10,6.077,8.10,6.089,6.089,
15.600,17.946,29.221,39.008,46173.527,1020.933,20.865,3.86,3.86,79.71,72.07,5.678,8.11,5.688,5.688,
15.700,17.936,29.284,39.075,46264.585,1020.983,20.915,3.96,3.96,91.50,71.48,5.636,8.10,5.646,5.646,
15.800,17.933,29.313,39.106,46306.139,1021.007,20.938,4.09,4.09,98.14,70.15,5.534,8.10,5.545,5.545,
15.900,17.931,29.319,39.112,46314.894,1021.012,20.943,4.26,4.26,103.31,70.49,5.562,8.10,5.572,5.572,
16.000,17.930,29.320,39.113,46316.930,1021.014,20.944,4.40,4.40,106.80,75.65,5.971,8.09,5.982,5.982,
16.100,17.929,29.320,39.112,46317.016,1021.014,20.944,4.39,4.39,109.58,72.54,5.728,8.09,5.738,5.738,
16.200,17.928,29.323,39.115,46321.838,1021.017,20.947,4.27,4.27,108.47,79.42,6.272,8.09,6.284,6.284,
16.300,17.927,29.329,39.121,46330.418,1021.022,20.952,4.35,4.35,109.56,69.05,5.455,8.10,5.465,5.465,
16.400,17.927,29.329,39.121,46330.398,1021.023,20.952,4.35,4.35,112.02,70.11,5.539,8.09,5.549,5.549,
16.500,17.927,29.326,39.118,46326.256,1021.021,20.949,4.46,4.46,112.28,77.69,6.138,8.10,6.149,6.149,
16.600,17.928,29.327,39.119,46327.812,1021.022,20.950,4.54,4.54,114.02,74.04,5.850,8.09,5.861,5.861,
16.700,17.928,29.335,39.129,46338.819,1021.029,20.956,4.54,4.54,118.04,75.17,5.939,8.09,5.951,5.951,
16.800,17.926,29.350,39.145,46360.881,1021.041,20.968,4.66,4.66,123.86,68.66,5.425,8.10,5.435,5.435,
16.900,17.925,29.353,39.148,46364.785,1021.044,20.970,4.74,4.74,123.91,70.65,5.582,8.08,5.593,5.593,
17.000,17.923,29.355,39.149,46367.868,1021.046,20.972,4.64,4.64,123.22,70.92,5.601,8.09,5.611,5.611,
17.100,17.924,29.360,39.156,46375.161,1021.050,20.976,4.71,4.71,125.99,76.60,6.048,8.10,6.059,6.059,
17.200,17.926,29.370,39.169,46389.061,1021.058,20.983,4.86,4.86,126.49,71.72,5.658,8.10,5.668,5.668,
17.300,17.925,29.371,39.170,46390.770,1021.059,20.984,4.87,4.87,126.53,73.44,5.793,8.08,5.804,5.804,
17.400,17.930,29.390,39.197,46416.357,1021.073,20.997,5.08,5.08,131.96,67.50,5.326,8.10,5.336,5.336,
17.500,17.925,29.377,39.177,46399.550,1021.065,20.989,5.02,5.02,137.40,73.79,5.825,8.08,5.836,5.836,
17.600,17.923,29.370,39.167,46390.215,1021.061,20.984,4.96,4.96,137.16,72.57,5.728,8.09,5.738,5.738,
17.700,17.922,29.376,39.173,46398.472,1021.066,20.989,5.00,5.00,138.92,69.97,5.527,8.09,5.538,5.538,
17.800,17.923,29.374,39.173,46396.422,1021.065,20.987,4.98,4.98,137.49,67.93,5.368,8.10,5.378,5.378,
17.900,17.923,29.372,39.170,46393.246,1021.063,20.986,5.01,5.01,136.93,63.23,4.996,8.11,5.005,5.005,
18.000,17.922,29.379,39.178,46402.969,1021.069,20.991,5.23,5.23,136.73,71.36,5.638,8.09,5.649,5.649,
18.100,17.923,29.377,39.176,46400.371,1021.068,20.989,5.45,5.45,138.63,73.40,5.798,8.08,5.809,5.809,
18.200,17.923,29.379,39.178,46403.226,1021.070,20.991,5.44,5.44,141.13,71.93,5.683,8.09,5.693,5.693,
18.300,17.922,29.382,39.181,46407.064,1021.073,20.993,5.42,5.42,143.41,72.45,5.724,8.11,5.734,5.734,
