Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
5.800,21.252,1.827,3.222,3512.070,999.354,-0.672,4.51,4.51,65.15,64.01,5.616,8.23,5.629,5.629,
5.900,21.235,1.986,3.486,3800.929,999.479,-0.548,4.47,4.47,63.81,67.21,5.894,8.22,5.907,5.907,
6.000,21.212,2.093,3.662,3994.646,999.566,-0.461,4.43,4.43,63.07,68.00,5.961,8.22,5.974,5.974,
6.100,21.208,2.093,3.661,3994.732,999.567,-0.460,4.41,4.41,61.90,67.48,5.917,8.23,5.929,5.930,
6.200,21.210,2.024,3.547,3869.279,999.514,-0.513,4.41,4.41,61.78,70.16,6.155,8.23,6.168,6.169,
6.300,21.205,2.095,3.664,3997.650,999.570,-0.458,4.41,4.41,61.87,71.83,6.299,8.22,6.313,6.313,
6.400,21.205,2.068,3.620,3949.314,999.550,-0.479,4.41,4.41,62.31,72.04,6.319,8.22,6.333,6.333,
6.500,21.209,2.010,3.524,3844.940,999.505,-0.524,4.44,4.44,61.93,70.53,6.189,8.23,6.202,6.202,
6.600,21.210,2.041,3.576,3900.822,999.529,-0.500,4.41,4.41,61.78,71.85,6.302,8.23,6.316,6.316,
6.700,21.208,2.045,3.581,3907.456,999.533,-0.497,4.41,4.41,62.70,66.34,5.819,8.22,5.832,5.832,
6.800,21.206,2.132,3.725,4064.471,999.600,-0.430,4.39,4.39,62.18,67.40,5.909,8.22,5.922,5.922,
6.900,21.194,2.369,4.112,4487.798,999.782,-0.249,4.44,4.44,61.99,68.95,6.038,8.23,6.051,6.051,
7.000,21.183,2.441,4.229,4616.649,999.840,-0.191,4.38,4.38,62.04,70.84,6.201,8.24,6.215,6.215,
7.100,21.177,2.463,4.264,4655.722,999.858,-0.173,4.39,4.39,61.64,76.75,6.718,8.22,6.733,6.733,
7.200,21.172,2.517,4.352,4752.508,999.901,-0.131,4.40,4.40,61.67,75.44,6.603,8.22,6.617,6.617,
7.300,21.157,2.627,4.529,4947.085,999.988,-0.045,4.35,4.35,60.98,69.19,6.054,8.23,6.067,6.067,
7.400,21.157,2.608,4.499,4914.532,999.974,-0.059,4.33,4.33,60.53,68.73,6.014,8.22,6.027,6.027,
7.500,21.155,2.604,4.492,4907.188,999.972,-0.061,4.34,4.34,60.07,77.78,6.807,8.22,6.822,6.822,
7.600,21.135,2.944,5.039,5506.963,1000.235,0.201,4.39,4.39,61.09,73.66,6.435,8.22,6.449,6.449,
7.700,21.125,2.971,5.081,5554.904,1000.258,0.223,4.38,4.38,62.51,68.84,6.013,8.23,6.027,6.027,
7.800,21.105,3.127,5.328,5827.513,1000.380,0.346,4.44,4.44,63.59,65.14,5.686,8.22,5.698,5.698,
7.900,21.101,3.122,5.319,5818.242,1000.378,0.343,4.41,4.41,64.29,65.01,5.675,8.23,5.687,5.687,
8.000,21.081,3.417,5.787,6332.518,1000.606,0.570,4.40,4.40,64.54,64.54,5.626,8.23,5.638,5.638,
8.100,21.063,3.575,6.035,6607.135,1000.730,0.694,4.41,4.41,64.50,68.81,5.994,8.22,6.007,6.007,
8.200,21.036,3.916,6.569,7196.075,1000.995,0.958,4.38,4.38,63.90,74.98,6.521,8.23,6.536,6.536,
8.300,20.860,6.208,10.052,11058.871,1002.768,2.731,4.35,4.35,64.86,70.72,6.085,8.23,6.098,6.098,
8.400,20.766,6.723,10.801,11910.857,1003.178,3.141,4.32,4.32,64.35,64.08,5.506,8.23,5.518,5.518,
8.500,20.700,8.097,12.815,14153.614,1004.233,4.195,4.26,4.26,63.93,64.99,5.545,8.23,5.557,5.557,
8.600,20.561,9.335,14.572,16149.058,1005.201,5.162,4.25,4.25,62.89,69.50,5.897,8.22,5.911,5.910,
8.700,20.318,11.305,17.293,19278.378,1006.745,6.707,4.16,4.16,61.60,72.16,6.076,8.22,6.089,6.089,
8.800,20.217,11.692,17.798,19890.994,1007.062,7.023,4.17,4.17,61.59,79.76,6.713,8.22,6.728,6.727,
8.900,20.154,11.986,18.183,20353.260,1007.298,7.259,4.12,4.12,61.12,75.52,6.353,8.22,6.367,6.367,
9.000,20.098,12.703,19.158,21473.946,1007.854,7.815,4.08,4.08,60.48,71.62,6.006,8.22,6.019,6.019,
9.100,20.049,12.239,18.494,20755.130,1007.515,7.475,4.11,4.11,59.30,73.84,6.217,8.22,6.230,6.230,
9.200,20.035,12.508,18.861,21173.854,1007.721,7.681,4.06,4.06,58.75,64.92,5.459,8.22,5.471,5.470,
9.300,19.967,13.185,19.769,22229.792,1008.250,8.209,3.99,3.99,58.30,72.42,6.070,8.23,6.083,6.083,
9.400,19.911,14.239,21.186,23856.955,1009.061,9.019,3.97,3.97,58.47,70.72,5.898,8.23,5.911,5.910,
9.500,19.847,14.914,22.073,24895.897,1009.587,9.545,4.10,4.10,58.14,73.16,6.081,8.23,6.094,6.094,
9.600,19.783,14.923,22.056,24915.450,1009.609,9.567,4.23,4.23,57.69,71.61,5.958,8.23,5.971,5.971,
9.700,19.749,14.858,21.952,24819.086,1009.568,9.525,3.99,3.99,57.77,73.74,6.146,8.22,6.159,6.159,
9.800,19.751,14.817,21.896,24754.898,1009.537,9.493,3.93,3.93,57.71,80.38,6.703,8.23,6.718,6.717,
9.900,19.750,14.795,21.867,24722.441,1009.521,9.477,3.96,3.96,57.81,70.71,5.898,8.22,5.911,5.911,
10.000,19.738,15.017,22.161,25061.856,1009.692,9.648,3.98,3.98,57.18,67.73,5.644,8.22,5.656,5.656,
10.100,19.740,15.233,22.454,25392.372,1009.856,9.811,3.92,3.92,56.91,70.93,5.903,8.22,5.916,5.915,
10.200,19.711,15.621,22.962,25985.491,1010.157,10.112,3.91,3.91,56.09,77.79,6.463,8.21,6.477,6.477,
10.300,19.672,15.699,23.047,26107.634,1010.225,10.180,3.88,3.88,55.11,73.43,6.103,8.23,6.116,6.116,
10.400,19.635,16.085,23.546,26697.471,1010.527,10.481,3.83,3.83,54.30,72.95,6.053,8.22,6.066,6.066,
10.500,19.587,16.618,24.233,27508.620,1010.942,10.896,3.76,3.76,53.12,70.12,5.803,8.22,5.816,5.815,
10.600,19.552,16.924,24.621,27974.363,1011.182,11.136,3.72,3.72,51.60,69.23,5.723,8.22,5.735,5.735,
10.700,19.518,17.227,25.005,28434.138,1011.420,11.373,3.66,3.66,50.09,73.32,6.055,8.22,6.068,6.068,
10.800,19.484,17.271,25.045,28503.587,1011.462,11.414,3.66,3.66,49.18,76.24,6.299,8.22,6.313,6.312,
10.900,19.461,17.450,25.269,28775.420,1011.603,11.555,3.62,3.62,48.73,77.36,6.387,8.22,6.401,6.400,
11.000,19.442,17.596,25.451,28996.973,1011.719,11.671,3.61,3.61,47.86,79.38,6.550,8.22,6.564,6.563,
11.100,19.416,17.810,25.719,29320.549,1011.887,11.838,3.54,3.54,46.92,72.15,5.948,8.23,5.961,5.960,
11.200,19.362,18.955,27.190,31039.886,1012.769,12.720,3.50,3.50,44.23,73.74,6.043,8.22,6.056,6.056,
11.300,19.282,20.233,28.802,32946.087,1013.757,13.707,3.39,3.39,41.71,70.74,5.761,8.23,5.773,5.773,
11.400,19.165,21.154,29.915,34320.347,1014.484,14.434,3.32,3.32,38.90,70.66,5.733,8.22,5.745,5.745,
11.500,19.054,22.612,31.703,36474.160,1015.618,15.568,3.23,3.23,36.37,76.42,6.158,8.22,6.171,6.171,
11.600,18.920,23.669,32.946,38033.331,1016.453,16.403,3.14,3.14,35.01,75.72,6.078,8.22,6.091,6.091,
11.700,18.813,24.007,33.294,38539.902,1016.736,16.685,3.01,3.01,34.55,72.16,5.792,8.22,5.804,5.804,
11.800,18.741,24.229,33.520,38872.381,1016.922,16.871,2.97,2.97,34.65,68.56,5.503,8.23,5.514,5.514,
11.900,18.654,24.941,34.345,39918.215,1017.486,17.434,2.99,2.99,34.50,76.32,6.111,8.22,6.123,6.123,
12.000,18.618,25.370,34.851,40543.599,1017.821,17.769,2.99,2.99,34.38,77.18,6.167,8.22,6.179,6.179,
12.100,18.569,26.010,35.605,41473.121,1018.321,18.268,2.95,2.95,33.44,75.20,5.991,8.21,6.003,6.002,
12.200,18.507,26.321,35.941,41930.523,1018.573,18.520,2.96,2.96,34.62,70.74,5.629,8.22,5.640,5.640,
12.300,18.436,26.667,36.310,42439.048,1018.854,18.800,3.03,3.03,39.22,76.72,6.102,8.22,6.114,6.114,
12.400,18.415,26.751,36.396,42562.131,1018.923,18.869,3.01,3.01,41.27,73.05,5.811,8.22,5.822,5.822,
12.500,18.401,26.803,36.449,42639.702,1018.966,18.912,3.06,3.06,43.61,70.02,5.571,8.22,5.582,5.582,
12.600,18.391,26.866,36.519,42732.428,1019.017,18.963,3.08,3.08,45.79,74.50,5.927,8.23,5.938,5.938,
12.700,18.382,26.969,36.638,42881.018,1019.098,19.043,3.16,3.16,48.54,73.34,5.832,8.22,5.844,5.843,
12.800,18.368,27.094,36.780,43062.803,1019.197,19.142,3.27,3.27,52.22,74.30,5.906,8.23,5.918,5.918,
12.900,18.344,27.214,36.907,43238.362,1019.295,19.239,3.38,3.38,59.26,70.80,5.627,8.22,5.638,5.637,
13.000,18.336,27.267,36.965,43315.156,1019.337,19.281,3.44,3.44,61.70,74.51,5.922,8.22,5.933,5.933,
13.100,18.328,27.295,36.994,43357.567,1019.361,19.304,3.52,3.52,64.60,75.23,5.979,8.22,5.991,5.991,
13.200,18.322,27.346,37.051,43431.253,1019.402,19.345,3.69,3.69,68.58,75.69,6.015,8.22,6.027,6.027,
13.300,18.314,27.411,37.124,43526.363,1019.454,19.396,3.72,3.72,72.33,76.34,6.065,8.22,6.077,6.077,
13.400,18.305,27.447,37.159,43578.329,1019.484,19.425,3.79,3.79,75.21,73.74,5.858,8.22,5.869,5.869,
13.500,18.295,27.514,37.233,43675.868,1019.538,19.479,3.85,3.85,79.74,73.85,5.865,8.22,5.876,5.876,
13.600,18.291,27.537,37.258,43709.962,1019.557,19.498,3.90,3.90,83.80,73.22,5.814,8.23,5.825,5.825,
13.700,18.286,27.579,37.306,43771.425,1019.591,19.531,3.93,3.93,86.37,73.91,5.868,8.22,5.879,5.879,
13.800,18.280,27.606,37.335,43811.268,1019.613,19.553,4.10,4.10,87.83,73.97,5.872,8.22,5.883,5.883,
13.900,18.275,27.631,37.360,43846.588,1019.633,19.573,4.13,4.13,89.38,74.70,5.930,8.22,5.941,5.941,
14.000,18.269,27.655,37.384,43882.438,1019.654,19.593,4.08,4.08,92.23,72.63,5.765,8.22,5.776,5.776,
14.100,18.267,27.657,37.385,43885.301,1019.656,19.594,4.02,4.02,91.75,76.23,6.051,8.24,6.063,6.063,
14.200,18.265,27.671,37.401,43906.297,1019.668,19.606,4.06,4.06,92.82,79.35,6.298,8.22,6.310,6.310,
14.300,18.262,27.697,37.429,43943.733,1019.689,19.626,4.21,4.21,95.09,75.93,6.027,8.22,6.039,6.038,
14.400,18.259,27.718,37.453,43974.701,1019.706,19.643,4.28,4.28,96.91,76.06,6.037,8.22,6.048,6.048,
14.500,18.255,27.717,37.449,43974.624,1019.707,19.644,4.33,4.33,97.04,75.35,5.981,8.23,5.993,5.993,
14.600,18.255,27.707,37.437,43960.301,1019.700,19.636,4.31,4.31,100.06,72.03,5.717,8.23,5.728,5.728,
14.700,18.252,27.728,37.459,43990.022,1019.716,19.652,4.40,4.40,103.10,78.92,6.263,8.23,6.275,6.275,
14.800,18.252,27.734,37.467,43999.508,1019.722,19.658,4.48,4.48,104.41,76.98,6.109,8.22,6.121,6.121,
14.900,18.250,27.741,37.474,44009.084,1019.728,19.663,4.45,4.45,106.37,81.21,6.445,8.22,6.457,6.457,
15.000,18.249,27.741,37.473,44009.931,1019.729,19.663,4.40,4.40,106.62,74.94,5.947,8.22,5.959,5.958,
15.100,18.249,27.744,37.476,44013.696,1019.731,19.665,4.46,4.46,105.16,66.24,5.257,8.22,5.267,5.267,
15.200,18.248,27.765,37.501,44044.334,1019.748,19.682,4.45,4.45,107.09,72.52,5.755,8.23,5.766,5.765,
15.300,18.245,27.779,37.516,44064.534,1019.760,19.693,4.44,4.44,107.68,73.60,5.841,8.23,5.852,5.852,
15.400,18.243,27.780,37.516,44065.859,1019.761,19.694,4.46,4.46,110.29,75.36,5.980,8.22,5.992,5.992,
15.500,18.240,27.806,37.545,44104.376,1019.782,19.715,4.57,4.57,112.31,74.79,5.935,8.22,5.947,5.946,
15.600,18.235,27.813,37.550,44115.375,1019.789,19.722,4.71,4.71,114.39,80.74,6.409,8.22,6.421,6.421,
15.700,18.234,27.813,37.549,44115.572,1019.790,19.722,4.73,4.73,117.44,74.62,5.923,8.24,5.934,5.934,
15.800,18.234,27.818,37.554,44122.219,1019.794,19.725,4.80,4.80,118.86,72.21,5.733,8.22,5.744,5.744,
15.900,18.233,27.820,37.556,44124.924,1019.796,19.727,4.85,4.85,117.52,78.56,6.237,8.23,6.249,6.248,
16.000,18.232,27.822,37.559,44129.181,1019.799,19.729,4.82,4.82,117.52,78.52,6.234,8.22,6.246,6.245,
16.100,18.232,27.822,37.558,44128.256,1019.799,19.729,4.84,4.84,117.33,69.24,5.497,8.22,5.508,5.508,
16.200,18.232,27.822,37.558,44129.064,1019.800,19.729,4.90,4.90,118.14,74.40,5.907,8.22,5.919,5.919,
16.300,18.232,27.823,37.559,44130.256,1019.801,19.730,4.79,4.79,117.75,68.97,5.476,8.22,5.486,5.486,
16.400,18.232,27.827,37.564,44136.258,1019.804,19.733,4.82,4.82,118.27,68.99,5.478,8.23,5.488,5.488,
16.500,18.231,27.828,37.565,44138.021,1019.806,19.734,4.87,4.87,120.08,75.04,5.957,8.22,5.969,5.969,
16.600,18.231,27.828,37.565,44137.782,1019.806,19.734,4.85,4.85,121.87,72.70,5.772,8.22,5.783,5.783,
16.700,18.231,27.837,37.576,44150.858,1019.814,19.741,4.85,4.85,124.64,67.96,5.396,8.22,5.406,5.406,
16.800,18.229,27.840,37.577,44154.797,1019.816,19.743,4.98,4.98,125.29,72.84,5.783,8.22,5.794,5.794,
16.900,18.228,27.841,37.579,44157.327,1019.818,19.745,5.09,5.09,123.90,82.53,6.553,8.23,6.565,6.565,
17.000,18.228,27.842,37.580,44158.867,1019.819,19.746,5.04,5.04,123.61,81.63,6.481,8.21,6.494,6.493,
17.100,18.227,27.856,37.596,44178.198,1019.830,19.756,5.25,5.25,126.15,78.45,6.228,8.22,6.240,6.239,
17.200,18.225,27.861,37.600,44186.044,1019.835,19.760,5.14,5.14,128.54,76.34,6.061,8.23,6.072,6.072,
17.300,18.224,27.865,37.604,44191.235,1019.839,19.763,5.13,5.13,130.31,69.91,5.550,8.22,5.560,5.560,
17.400,18.227,27.863,37.604,44189.156,1019.837,19.762,5.13,5.13,132.98,70.50,5.598,8.23,5.609,5.608,
17.500,18.225,27.876,37.619,44208.054,1019.848,19.772,5.38,5.38,140.56,76.41,6.067,8.23,6.078,6.078,
17.600,18.224,27.876,37.618,44207.543,1019.848,19.772,5.42,5.42,133.77,78.32,6.217,8.23,6.229,6.229,
17.700,18.224,27.873,37.614,44203.996,1019.847,19.770,5.47,5.47,133.21,76.61,6.081,8.22,6.093,6.093,
17.800,18.229,27.885,37.633,44219.808,1019.855,19.778,5.42,5.42,138.03,78.22,6.208,8.22,6.220,6.220,
