Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
3.600,21.102,0.111,0.212,232.226,998.073,-1.944,5.04,5.04,70.98,73.21,6.496,8.17,6.509,6.510,
3.700,21.098,0.111,0.212,232.020,998.074,-1.943,5.06,5.06,70.65,66.53,5.903,8.17,5.916,5.916,
3.800,21.087,0.110,0.211,230.671,998.076,-1.941,5.09,5.09,69.77,65.04,5.771,8.16,5.783,5.784,
3.900,21.101,0.111,0.213,232.676,998.074,-1.943,5.02,5.02,66.64,66.78,5.926,8.16,5.939,5.939,
4.000,21.094,0.110,0.211,230.423,998.075,-1.942,5.02,5.02,65.39,76.57,6.795,8.17,6.809,6.810,
4.100,21.064,0.106,0.202,221.438,998.079,-1.939,5.11,5.11,66.12,65.22,5.789,8.16,5.801,5.802,
4.200,21.052,0.106,0.203,222.280,998.083,-1.936,5.13,5.13,65.92,75.18,6.675,8.16,6.689,6.689,
4.300,21.047,0.105,0.201,219.833,998.083,-1.936,5.19,5.19,67.27,65.42,5.809,8.17,5.821,5.822,
4.400,21.045,0.105,0.200,219.141,998.084,-1.936,5.28,5.28,70.12,76.04,6.754,8.16,6.768,6.768,
4.500,21.045,0.105,0.200,219.339,998.084,-1.936,5.25,5.25,70.21,61.59,5.470,8.17,5.482,5.482,
4.600,21.048,0.105,0.201,219.841,998.084,-1.936,5.25,5.25,69.29,65.23,5.793,8.17,5.805,5.806,
4.700,21.048,0.105,0.200,218.867,998.085,-1.937,5.24,5.24,69.24,70.44,6.256,8.17,6.269,6.269,
4.800,21.046,0.105,0.199,218.276,998.085,-1.936,5.25,5.25,69.71,81.16,7.209,8.17,7.224,7.224,
4.900,21.042,0.105,0.200,218.824,998.087,-1.935,5.23,5.23,68.30,87.46,7.769,8.18,7.786,7.786,
5.000,21.042,0.105,0.199,218.289,998.087,-1.935,5.24,5.24,69.05,77.51,6.884,8.16,6.899,6.899,
5.100,21.040,0.104,0.199,217.983,998.088,-1.935,5.34,5.34,71.08,89.02,7.908,8.17,7.925,7.925,
5.200,21.034,0.104,0.198,216.910,998.089,-1.934,5.34,5.34,69.82,100.40,8.919,8.17,8.938,8.938,
5.300,21.032,0.104,0.198,217.355,998.090,-1.934,5.36,5.36,70.45,80.59,7.160,8.17,7.175,7.175,
5.400,21.027,0.104,0.197,216.044,998.091,-1.933,5.38,5.38,68.79,61.17,5.435,8.17,5.446,5.446,
5.500,21.021,0.103,0.197,215.591,998.093,-1.932,5.36,5.36,67.92,59.89,5.321,8.17,5.332,5.333,
5.600,21.021,0.103,0.196,215.198,998.093,-1.932,5.40,5.40,70.10,77.38,6.876,8.17,6.890,6.891,
5.700,21.017,0.103,0.196,214.541,998.094,-1.931,5.36,5.36,68.47,75.87,6.743,8.17,6.757,6.757,
5.800,21.019,0.103,0.196,214.800,998.094,-1.932,5.34,5.34,66.84,58.74,5.219,8.17,5.231,5.231,
5.900,21.019,0.103,0.196,214.807,998.095,-1.932,5.32,5.32,65.72,75.20,6.683,8.16,6.697,6.697,
6.000,21.020,0.103,0.196,215.269,998.095,-1.932,5.32,5.32,67.42,62.90,5.590,8.17,5.602,5.602,
6.100,21.022,0.104,0.197,215.991,998.095,-1.932,5.41,5.41,71.50,69.96,6.217,8.16,6.230,6.230,
6.200,21.022,0.103,0.197,215.428,998.096,-1.932,5.40,5.40,70.47,74.17,6.590,8.17,6.605,6.605,
6.300,21.020,0.103,0.196,215.148,998.096,-1.932,5.38,5.38,69.85,71.58,6.361,8.17,6.374,6.374,
6.400,21.019,0.103,0.197,215.707,998.097,-1.931,5.35,5.35,69.41,65.99,5.865,8.17,5.877,5.877,
6.500,21.020,0.103,0.197,215.531,998.097,-1.932,5.38,5.38,69.51,72.25,6.420,8.17,6.434,6.434,
6.600,21.017,0.103,0.196,215.123,998.098,-1.931,5.40,5.40,70.37,65.48,5.819,8.17,5.831,5.832,
6.700,21.015,0.103,0.196,215.175,998.099,-1.931,5.41,5.41,70.83,69.88,6.211,8.17,6.224,6.224,
6.800,21.016,0.103,0.196,215.210,998.100,-1.931,5.43,5.43,71.49,62.26,5.533,8.16,5.545,5.545,
6.900,21.015,0.103,0.196,215.144,998.100,-1.931,5.44,5.44,71.22,81.31,7.226,8.16,7.241,7.241,
7.000,21.015,0.103,0.196,214.884,998.101,-1.931,5.44,5.44,71.11,71.00,6.309,8.17,6.323,6.323,
7.100,21.013,0.103,0.196,214.722,998.101,-1.931,5.46,5.46,71.11,72.26,6.422,8.17,6.436,6.436,
7.200,21.013,0.103,0.196,214.966,998.102,-1.930,5.46,5.46,72.37,70.75,6.288,8.17,6.301,6.302,
7.300,21.013,0.103,0.196,215.237,998.102,-1.930,5.42,5.42,71.03,64.44,5.727,8.16,5.739,5.739,
7.400,21.013,0.103,0.196,215.340,998.103,-1.930,5.45,5.45,71.64,66.86,5.942,8.16,5.955,5.955,
7.500,21.013,0.103,0.197,215.441,998.103,-1.930,5.46,5.46,72.00,64.47,5.729,8.16,5.742,5.742,
7.600,21.013,0.103,0.197,215.576,998.104,-1.930,5.45,5.45,71.06,60.55,5.381,8.16,5.393,5.393,
7.700,21.013,0.103,0.197,215.479,998.104,-1.930,5.45,5.45,71.19,63.72,5.663,8.16,5.675,5.675,
7.800,21.012,0.103,0.197,215.592,998.105,-1.930,5.46,5.46,71.42,69.55,6.181,8.16,6.195,6.195,
7.900,21.011,0.104,0.198,216.813,998.106,-1.929,5.44,5.44,69.87,71.85,6.385,8.17,6.399,6.399,
8.000,21.012,0.104,0.197,216.396,998.106,-1.930,5.47,5.47,70.70,65.00,5.776,8.17,5.789,5.789,
8.100,21.011,0.104,0.199,217.900,998.107,-1.929,5.42,5.42,69.51,70.89,6.300,8.16,6.314,6.314,
8.200,21.012,0.104,0.198,217.446,998.108,-1.929,5.39,5.39,66.86,75.25,6.688,8.17,6.702,6.703,
8.300,21.012,0.104,0.199,217.657,998.108,-1.929,5.42,5.42,67.89,65.03,5.780,8.17,5.792,5.792,
8.400,21.012,0.104,0.198,217.434,998.108,-1.929,5.47,5.47,69.90,72.18,6.415,8.16,6.428,6.429,
8.500,21.012,0.104,0.198,217.510,998.109,-1.929,5.48,5.48,71.11,67.15,5.968,8.17,5.980,5.981,
8.600,21.013,0.104,0.198,217.035,998.109,-1.929,5.49,5.49,71.45,65.07,5.783,8.17,5.795,5.796,
8.700,21.011,0.105,0.200,219.772,998.111,-1.928,5.48,5.48,70.42,62.12,5.521,8.16,5.533,5.533,
8.800,21.011,0.107,0.204,223.688,998.113,-1.927,5.48,5.48,71.61,69.92,6.214,8.17,6.227,6.227,
8.900,21.009,0.110,0.209,229.315,998.115,-1.924,5.48,5.48,73.12,72.32,6.428,8.18,6.442,6.442,
9.000,21.009,0.108,0.206,226.333,998.115,-1.925,5.50,5.50,73.09,69.29,6.159,8.17,6.172,6.172,
9.100,21.009,0.111,0.212,232.087,998.117,-1.923,5.50,5.50,72.08,65.97,5.863,8.16,5.876,5.876,
9.200,21.009,0.112,0.214,235.144,998.119,-1.922,5.50,5.50,71.63,66.38,5.899,8.17,5.912,5.912,
9.300,21.009,0.113,0.216,236.746,998.120,-1.922,5.46,5.46,70.80,69.89,6.211,8.16,6.225,6.225,
9.400,21.008,0.113,0.216,236.893,998.121,-1.921,5.47,5.47,71.31,72.89,6.478,8.17,6.492,6.492,
9.500,21.009,0.113,0.216,236.762,998.121,-1.922,5.46,5.46,71.93,71.84,6.385,8.17,6.399,6.399,
9.600,21.008,0.114,0.217,238.172,998.122,-1.921,5.51,5.51,71.67,63.10,5.608,8.17,5.620,5.620,
9.700,21.007,0.116,0.222,242.843,998.124,-1.919,5.54,5.54,73.20,64.92,5.770,8.17,5.782,5.783,
9.800,21.007,0.117,0.223,244.173,998.125,-1.919,5.55,5.55,72.40,70.10,6.231,8.18,6.244,6.245,
9.900,21.007,0.118,0.225,246.144,998.127,-1.918,5.51,5.51,72.44,64.41,5.725,8.16,5.737,5.737,
10.000,21.006,0.119,0.226,248.108,998.128,-1.917,5.49,5.49,72.43,64.52,5.735,8.17,5.747,5.747,
10.100,21.006,0.122,0.233,255.388,998.131,-1.914,5.53,5.53,73.91,64.96,5.773,8.16,5.786,5.786,
10.200,21.006,0.125,0.239,261.867,998.134,-1.912,5.60,5.60,73.95,62.50,5.555,8.17,5.567,5.567,
10.300,21.005,0.131,0.251,274.708,998.139,-1.907,5.58,5.58,75.01,70.60,6.275,8.17,6.288,6.288,
10.400,21.005,0.137,0.261,286.667,998.144,-1.903,5.56,5.56,74.69,65.52,5.823,8.16,5.835,5.835,
10.500,21.004,0.148,0.283,310.705,998.153,-1.894,5.58,5.58,75.94,68.82,6.115,8.16,6.128,6.129,
10.600,21.002,0.161,0.307,336.607,998.163,-1.884,5.55,5.55,75.12,68.43,6.081,8.17,6.094,6.094,
10.700,21.000,0.184,0.351,385.349,998.182,-1.866,5.53,5.53,72.79,69.29,6.156,8.17,6.169,6.170,
10.800,20.995,0.247,0.471,516.132,998.232,-1.816,5.51,5.51,72.59,66.59,5.915,8.16,5.928,5.928,
10.900,20.992,0.290,0.550,603.380,998.266,-1.783,5.50,5.50,72.54,67.45,5.990,8.17,6.002,6.003,
11.000,20.971,0.526,0.978,1072.976,998.450,-1.599,5.48,5.48,72.79,65.08,5.773,8.17,5.785,5.786,
11.100,20.961,0.646,1.192,1307.821,998.545,-1.505,5.47,5.47,72.19,65.72,5.826,8.17,5.839,5.839,
11.200,20.940,1.015,1.834,2013.758,998.830,-1.220,5.41,5.41,72.55,62.12,5.498,8.16,5.510,5.510,
11.300,20.918,1.282,2.288,2514.220,999.039,-1.012,5.40,5.40,71.82,73.90,6.532,8.17,6.546,6.546,
11.400,20.893,1.498,2.651,2914.031,999.208,-0.843,5.38,5.38,72.93,74.05,6.539,8.16,6.553,6.553,
11.500,20.851,2.042,3.550,3906.647,999.631,-0.420,5.27,5.27,71.78,66.78,5.882,8.16,5.895,5.895,
11.600,20.825,2.527,4.336,4774.111,1000.005,-0.047,5.20,5.20,68.68,71.73,6.302,8.17,6.316,6.316,
11.700,20.750,3.411,5.736,6327.992,1000.691,0.639,5.11,5.11,67.06,74.11,6.485,8.17,6.499,6.499,
11.800,20.696,3.874,6.454,7129.516,1001.054,1.002,5.06,5.06,65.70,68.80,6.008,8.17,6.021,6.021,
11.900,20.615,4.365,7.204,7972.985,1001.445,1.392,5.04,5.04,64.70,64.83,5.656,8.17,5.669,5.669,
12.000,20.597,4.229,6.990,7739.905,1001.346,1.292,5.00,5.00,64.39,65.34,5.709,8.17,5.721,5.721,
12.100,20.571,5.140,8.381,9285.885,1002.042,1.988,5.05,5.05,63.23,68.68,5.971,8.16,5.984,5.983,
12.200,20.537,5.102,8.317,9222.408,1002.021,1.966,5.03,5.03,63.45,65.06,5.661,8.17,5.673,5.673,
12.300,20.525,5.257,8.550,9483.966,1002.141,2.087,5.06,5.06,63.43,66.77,5.805,8.17,5.818,5.818,
12.400,20.511,5.388,8.746,9704.618,1002.244,2.189,4.97,4.97,63.35,66.14,5.748,8.17,5.761,5.761,
12.500,20.507,5.607,9.075,10070.252,1002.411,2.355,4.94,4.94,63.59,68.66,5.961,8.17,5.974,5.973,
12.600,20.393,6.145,9.858,10969.181,1002.843,2.787,4.83,4.83,62.45,71.29,6.178,8.16,6.191,6.191,
12.700,20.326,6.703,10.671,11894.369,1003.282,3.225,4.85,4.85,62.95,74.11,6.405,8.17,6.419,6.418,
12.800,20.261,7.703,12.121,13532.213,1004.053,3.996,4.75,4.75,62.62,70.28,6.044,8.17,6.058,6.057,
12.900,20.174,8.662,13.485,15087.138,1004.797,4.740,4.64,4.64,59.54,73.89,6.331,8.16,6.345,6.344,
13.000,20.105,9.444,14.585,16345.310,1005.405,5.348,4.61,4.61,58.27,69.98,5.975,8.17,5.988,5.988,
13.100,20.033,9.933,15.257,17128.645,1005.792,5.734,4.59,4.59,58.06,64.05,5.459,8.16,5.471,5.470,
13.200,19.990,10.261,15.705,17650.343,1006.049,5.991,4.56,4.56,59.06,69.00,5.875,8.17,5.888,5.887,
13.300,19.923,11.241,17.058,19202.135,1006.807,6.748,4.49,4.49,61.74,72.02,6.104,8.16,6.118,6.117,
13.400,19.841,12.576,18.877,21293.385,1007.835,7.776,4.42,4.42,61.74,67.49,5.679,8.17,5.691,5.691,
13.500,19.749,13.489,20.091,22715.424,1008.548,8.489,4.39,4.39,61.39,63.72,5.339,8.17,5.351,5.351,
13.600,19.615,14.028,20.766,23556.333,1008.987,8.927,4.41,4.41,61.45,69.26,5.801,8.16,5.814,5.813,
13.700,19.577,14.653,21.595,24519.730,1009.470,9.409,4.36,4.36,61.71,71.69,5.988,8.16,6.001,6.000,
13.800,19.527,15.604,22.849,25976.542,1010.202,10.141,4.29,4.29,61.68,66.64,5.539,8.17,5.551,5.551,
13.900,19.366,17.230,24.927,28453.347,1011.471,11.410,4.19,4.19,62.70,64.11,5.287,8.17,5.299,5.299,
14.000,19.284,17.897,25.760,29465.446,1011.997,11.935,4.11,4.11,62.62,66.48,5.468,8.16,5.480,5.479,
14.100,19.093,20.026,28.418,32663.169,1013.657,13.595,4.00,4.00,62.53,70.54,5.748,8.16,5.761,5.760,
14.200,19.004,20.428,28.880,33268.788,1013.983,13.921,3.95,3.95,61.71,73.26,5.964,8.17,5.977,5.976,
14.300,18.933,21.757,30.534,35237.336,1015.009,14.946,3.93,3.93,65.89,66.29,5.363,8.16,5.375,5.374,
14.400,18.626,24.426,33.683,39176.776,1017.111,17.048,3.99,3.99,79.86,74.47,5.972,8.16,5.984,5.983,
14.500,18.455,26.297,35.871,41904.768,1018.576,18.513,4.04,4.04,88.11,74.22,5.903,8.17,5.915,5.915,
14.600,18.251,28.112,37.925,44538.762,1020.009,19.946,4.91,4.91,143.12,71.77,5.662,8.16,5.673,5.673,
14.700,18.053,29.214,39.091,46143.150,1020.898,20.834,6.42,6.42,217.09,79.78,6.289,8.16,6.301,6.301,
14.800,18.018,29.323,39.192,46303.824,1020.990,20.925,6.80,6.80,234.59,72.31,5.700,8.16,5.711,5.711,
14.900,17.990,29.372,39.227,46379.284,1021.034,20.970,7.01,7.01,252.30,69.67,5.498,8.16,5.509,5.509,
15.000,17.986,29.332,39.176,46323.256,1021.005,20.940,6.96,6.96,246.23,72.85,5.748,8.16,5.759,5.759,
15.100,17.988,29.340,39.187,46334.491,1021.011,20.946,7.03,7.03,247.32,79.12,6.242,8.16,6.254,6.254,
15.200,17.986,29.387,39.242,46401.500,1021.048,20.982,7.13,7.13,260.14,70.34,5.553,8.16,5.563,5.563,
15.300,17.979,29.393,39.243,46411.581,1021.055,20.989,7.29,7.29,264.35,72.34,5.713,8.17,5.724,5.724,
15.400,17.979,29.403,39.255,46425.539,1021.063,20.996,7.34,7.34,266.18,77.09,6.088,8.17,6.099,6.099,
15.500,17.978,29.420,39.274,46449.645,1021.076,21.009,7.47,7.47,279.95,75.36,5.950,8.16,5.961,5.961,
15.600,17.976,29.448,39.306,46490.052,1021.099,21.031,7.69,7.69,290.44,72.96,5.759,8.16,5.770,5.770,
15.700,17.975,29.456,39.315,46501.933,1021.106,21.038,7.75,7.75,294.24,73.23,5.785,8.17,5.796,5.796,
15.800,17.972,29.455,39.311,46500.135,1021.106,21.037,7.73,7.73,293.54,69.29,5.472,8.16,5.482,5.482,
15.900,17.972,29.455,39.311,46500.833,1021.107,21.037,7.84,7.84,298.82,71.20,5.621,8.17,5.632,5.632,
16.000,17.971,29.456,39.311,46501.745,1021.107,21.038,7.86,7.86,298.45,77.04,6.080,8.17,6.092,6.092,
16.100,17.971,29.461,39.318,46509.925,1021.112,21.042,7.92,7.92,303.18,64.59,5.100,8.17,5.110,5.110,
16.200,17.973,29.459,39.317,46506.337,1021.111,21.040,8.06,8.06,307.91,70.89,5.596,8.17,5.607,5.607,
16.300,17.972,29.460,39.317,46507.562,1021.112,21.041,8.06,8.06,310.36,75.36,5.949,8.16,5.960,5.960,
16.400,17.971,29.461,39.317,46509.939,1021.114,21.042,8.13,8.13,311.27,66.03,5.210,8.17,5.220,5.220,
16.500,17.971,29.459,39.315,46507.389,1021.113,21.041,8.07,8.07,310.52,70.06,5.534,8.16,5.544,5.544,
16.600,17.971,29.458,39.314,46505.480,1021.112,21.040,8.04,8.04,309.64,71.52,5.650,8.17,5.660,5.660,
16.700,17.970,29.459,39.315,46507.569,1021.114,21.041,8.09,8.09,309.16,75.24,5.940,8.16,5.951,5.951,
16.800,17.971,29.459,39.315,46506.744,1021.114,21.041,8.00,8.00,305.05,73.93,5.836,8.17,5.847,5.847,
16.900,17.970,29.458,39.313,46505.332,1021.113,21.040,8.01,8.01,304.43,78.81,6.220,8.16,6.231,6.231,
17.000,17.971,29.451,39.306,46496.131,1021.109,21.035,7.92,7.92,303.18,79.82,6.301,8.17,6.312,6.312,
17.100,17.972,29.447,39.302,46489.572,1021.105,21.031,7.86,7.86,295.09,72.29,5.706,8.17,5.716,5.716,
17.200,17.974,29.475,39.338,46529.722,1021.127,21.052,7.94,7.94,292.11,72.86,5.755,8.17,5.765,5.765,
17.300,17.980,29.480,39.349,46535.328,1021.130,21.055,7.94,7.94,293.90,71.50,5.644,8.17,5.654,5.654,
17.400,17.973,29.481,39.343,46538.273,1021.133,21.057,8.07,8.07,302.11,69.83,5.513,8.16,5.523,5.523,
