Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
2.900,21.063,0.103,0.197,215.174,998.072,-1.941,4.95,4.95,71.61,65.03,5.783,8.09,5.795,5.796,
3.000,21.063,0.103,0.197,215.540,998.073,-1.941,4.98,4.98,72.57,69.17,6.151,8.09,6.164,6.165,
3.100,21.063,0.103,0.197,215.184,998.073,-1.941,4.98,4.98,72.24,81.52,7.250,8.10,7.265,7.266,
3.200,21.063,0.104,0.197,215.895,998.074,-1.941,4.98,4.98,72.63,77.73,6.913,8.09,6.928,6.928,
3.300,21.063,0.104,0.197,215.980,998.074,-1.941,4.94,4.94,72.30,68.26,6.071,8.09,6.084,6.084,
3.400,21.063,0.103,0.197,215.850,998.074,-1.941,4.96,4.96,72.35,70.73,6.290,8.09,6.303,6.304,
3.500,21.064,0.104,0.198,216.497,998.075,-1.941,4.97,4.97,72.10,74.51,6.626,8.09,6.640,6.640,
3.600,21.064,0.104,0.197,216.124,998.075,-1.941,4.98,4.98,71.53,69.09,6.144,8.09,6.158,6.158,
3.700,21.064,0.104,0.198,216.569,998.076,-1.941,4.97,4.97,71.28,72.57,6.453,8.08,6.467,6.468,
3.800,21.064,0.104,0.198,216.738,998.076,-1.941,4.96,4.96,71.52,76.46,6.801,8.10,6.815,6.816,
3.900,21.065,0.104,0.198,216.615,998.077,-1.941,5.02,5.02,72.37,71.51,6.360,8.09,6.374,6.374,
4.000,21.064,0.104,0.198,216.640,998.077,-1.941,5.02,5.02,73.12,78.44,6.978,8.10,6.992,6.993,
4.100,21.064,0.104,0.198,216.758,998.078,-1.941,4.98,4.98,72.63,73.67,6.552,8.09,6.566,6.567,
4.200,21.064,0.104,0.198,216.628,998.078,-1.941,4.96,4.96,71.71,65.13,5.792,8.09,5.805,5.805,
4.300,21.063,0.104,0.198,216.627,998.079,-1.941,4.95,4.95,72.59,75.61,6.724,8.09,6.739,6.739,
4.400,21.063,0.104,0.198,216.747,998.079,-1.941,4.93,4.93,71.99,69.23,6.159,8.08,6.173,6.173,
4.500,21.063,0.104,0.197,215.949,998.079,-1.941,5.04,5.04,74.25,72.63,6.462,8.10,6.476,6.476,
4.600,21.060,0.103,0.197,215.205,998.080,-1.940,5.11,5.11,78.51,65.40,5.818,8.09,5.830,5.831,
4.700,21.060,0.104,0.198,216.511,998.081,-1.940,5.12,5.12,78.49,68.15,6.062,8.09,6.075,6.076,
4.800,21.061,0.104,0.198,216.723,998.081,-1.940,5.09,5.09,76.85,62.95,5.598,8.09,5.610,5.611,
4.900,21.061,0.103,0.197,215.604,998.082,-1.940,5.09,5.09,75.95,68.91,6.129,8.09,6.142,6.142,
5.000,21.060,0.103,0.197,215.320,998.082,-1.940,5.11,5.11,76.51,71.30,6.341,8.09,6.354,6.355,
5.100,21.060,0.103,0.197,215.452,998.083,-1.940,5.11,5.11,76.11,65.02,5.782,8.09,5.794,5.794,
5.200,21.060,0.103,0.197,215.389,998.083,-1.940,5.09,5.09,75.12,68.66,6.105,8.09,6.118,6.119,
5.300,21.059,0.103,0.197,215.388,998.084,-1.940,5.12,5.12,77.47,73.12,6.502,8.09,6.516,6.516,
5.400,21.058,0.103,0.197,215.449,998.084,-1.940,5.14,5.14,77.44,69.39,6.171,8.09,6.184,6.184,
5.500,21.058,0.104,0.197,216.219,998.085,-1.940,5.13,5.13,78.40,64.94,5.774,8.10,5.787,5.787,
5.600,21.058,0.104,0.197,216.150,998.085,-1.940,5.13,5.13,78.30,67.77,6.027,8.09,6.039,6.040,
5.700,21.058,0.104,0.197,216.147,998.086,-1.940,5.11,5.11,78.29,66.58,5.920,8.09,5.933,5.933,
5.800,21.059,0.104,0.198,216.971,998.086,-1.939,5.12,5.12,77.89,63.89,5.682,8.09,5.694,5.694,
5.900,21.059,0.104,0.198,217.064,998.087,-1.940,5.12,5.12,78.27,68.42,6.085,8.09,6.098,6.098,
6.000,21.059,0.104,0.198,216.969,998.087,-1.940,5.13,5.13,79.71,72.34,6.433,8.09,6.447,6.447,
6.100,21.059,0.104,0.198,217.087,998.088,-1.939,5.15,5.15,79.74,72.61,6.457,8.09,6.471,6.471,
6.200,21.059,0.104,0.198,217.314,998.088,-1.940,5.15,5.15,80.65,71.95,6.398,8.09,6.411,6.412,
6.300,21.059,0.104,0.199,217.684,998.089,-1.939,5.16,5.16,82.77,71.36,6.346,8.09,6.359,6.360,
6.400,21.058,0.104,0.199,217.864,998.090,-1.939,5.19,5.19,84.72,75.13,6.681,8.09,6.695,6.696,
6.500,21.058,0.104,0.199,217.642,998.090,-1.939,5.17,5.17,84.18,73.66,6.549,8.07,6.563,6.563,
6.600,21.058,0.104,0.199,217.579,998.090,-1.939,5.18,5.18,83.22,64.10,5.700,8.08,5.712,5.712,
6.700,21.058,0.104,0.199,217.592,998.091,-1.939,5.17,5.17,83.80,66.82,5.941,8.09,5.953,5.954,
6.800,21.058,0.104,0.198,217.150,998.091,-1.939,5.17,5.17,85.19,69.89,6.214,8.09,6.227,6.228,
6.900,21.057,0.104,0.198,216.744,998.092,-1.939,5.23,5.23,85.42,74.25,6.603,8.09,6.617,6.617,
7.000,21.057,0.104,0.197,216.251,998.092,-1.939,5.22,5.22,83.72,72.36,6.434,8.09,6.448,6.448,
7.100,21.057,0.104,0.197,216.027,998.092,-1.939,5.21,5.21,84.81,72.46,6.443,8.09,6.457,6.457,
7.200,21.058,0.105,0.199,218.349,998.093,-1.939,5.15,5.15,84.88,68.30,6.073,8.11,6.086,6.086,
7.300,21.059,0.106,0.203,222.135,998.095,-1.938,5.15,5.15,84.40,70.93,6.308,8.09,6.321,6.322,
7.400,21.060,0.106,0.202,221.413,998.095,-1.938,5.18,5.18,85.97,77.03,6.850,8.09,6.864,6.865,
7.500,21.061,0.106,0.203,222.228,998.096,-1.938,5.15,5.15,85.34,79.12,7.035,8.10,7.050,7.050,
7.600,21.061,0.107,0.203,222.526,998.096,-1.938,5.16,5.16,85.15,82.36,7.322,8.08,7.338,7.338,
7.700,21.060,0.107,0.204,223.443,998.097,-1.938,5.22,5.22,86.30,78.94,7.018,8.09,7.033,7.033,
7.800,21.060,0.107,0.204,223.434,998.097,-1.938,5.21,5.21,85.29,73.91,6.570,8.07,6.584,6.584,
7.900,21.061,0.107,0.204,223.849,998.098,-1.938,5.19,5.19,84.62,78.22,6.954,8.09,6.968,6.969,
8.000,21.061,0.107,0.205,224.155,998.098,-1.938,5.21,5.21,85.35,71.76,6.380,8.09,6.393,6.393,
8.100,21.062,0.107,0.205,223.934,998.099,-1.938,5.20,5.20,84.24,73.12,6.500,8.09,6.514,6.515,
8.200,21.061,0.107,0.204,223.625,998.099,-1.938,5.19,5.19,84.96,74.70,6.641,8.09,6.655,6.655,
8.300,21.061,0.107,0.204,223.745,998.099,-1.938,5.18,5.18,85.16,70.95,6.308,8.09,6.322,6.322,
8.400,21.061,0.107,0.204,223.581,998.100,-1.938,5.19,5.19,84.75,66.04,5.871,8.09,5.884,5.884,
8.500,21.061,0.107,0.204,223.515,998.100,-1.938,5.19,5.19,85.43,68.82,6.118,8.09,6.131,6.132,
8.600,21.061,0.107,0.204,223.170,998.101,-1.938,5.21,5.21,86.76,71.82,6.385,8.09,6.399,6.399,
8.700,21.062,0.107,0.204,223.862,998.101,-1.938,5.21,5.21,87.03,73.16,6.504,8.09,6.518,6.518,
8.800,21.061,0.107,0.205,224.004,998.102,-1.938,5.21,5.21,85.83,70.72,6.287,8.08,6.301,6.301,
8.900,21.061,0.107,0.205,224.127,998.102,-1.938,5.21,5.21,87.46,74.19,6.596,8.08,6.610,6.610,
9.000,21.062,0.107,0.205,224.144,998.103,-1.938,5.22,5.22,87.21,77.94,6.929,8.09,6.944,6.944,
9.100,21.062,0.107,0.204,223.793,998.103,-1.938,5.21,5.21,85.07,76.95,6.841,8.09,6.856,6.856,
9.200,21.062,0.107,0.205,224.300,998.104,-1.938,5.15,5.15,86.02,75.42,6.706,8.08,6.721,6.721,
9.300,21.061,0.107,0.204,223.671,998.104,-1.938,5.24,5.24,88.22,69.68,6.195,8.09,6.208,6.208,
9.400,21.061,0.107,0.204,223.325,998.104,-1.938,5.21,5.21,86.16,75.71,6.732,8.07,6.746,6.746,
9.500,21.060,0.107,0.204,223.279,998.105,-1.938,5.19,5.19,87.84,76.04,6.761,8.09,6.776,6.776,
9.600,21.061,0.107,0.204,223.177,998.105,-1.938,5.19,5.19,86.45,78.76,7.002,8.09,7.017,7.018,
9.700,21.061,0.107,0.204,223.151,998.106,-1.938,5.21,5.21,87.57,84.09,7.476,8.08,7.492,7.492,
9.800,21.061,0.107,0.204,223.005,998.106,-1.938,5.25,5.25,87.53,76.58,6.809,8.09,6.823,6.823,
9.900,21.060,0.107,0.203,222.795,998.107,-1.938,5.23,5.23,86.97,65.77,5.848,8.09,5.861,5.861,
10.000,21.060,0.107,0.204,223.109,998.107,-1.938,5.23,5.23,86.37,67.32,5.985,8.08,5.998,5.998,
10.100,21.060,0.107,0.203,222.472,998.107,-1.938,5.25,5.25,86.45,71.07,6.318,8.09,6.332,6.332,
10.200,21.060,0.107,0.203,222.546,998.108,-1.938,5.24,5.24,87.43,78.80,7.005,8.09,7.020,7.021,
10.300,21.060,0.107,0.204,223.198,998.109,-1.938,5.25,5.25,87.21,80.94,7.196,8.09,7.211,7.212,
10.400,21.060,0.107,0.204,223.421,998.109,-1.937,5.23,5.23,86.24,71.70,6.374,8.09,6.388,6.388,
10.500,21.060,0.107,0.204,223.429,998.109,-1.938,5.20,5.20,86.19,74.54,6.627,8.08,6.641,6.641,
10.600,21.060,0.107,0.204,223.132,998.110,-1.938,5.15,5.15,82.42,69.75,6.201,8.09,6.215,6.215,
10.700,21.060,0.106,0.203,222.210,998.110,-1.938,5.23,5.23,85.38,72.78,6.471,8.09,6.485,6.485,
10.800,21.059,0.106,0.203,222.009,998.111,-1.938,5.27,5.27,88.57,72.82,6.475,8.09,6.489,6.489,
10.900,21.059,0.107,0.203,222.383,998.111,-1.938,5.27,5.27,87.41,74.86,6.656,8.09,6.670,6.671,
11.000,21.059,0.106,0.202,221.418,998.111,-1.938,5.26,5.26,86.48,76.54,6.805,8.09,6.820,6.820,
11.100,21.059,0.106,0.203,221.816,998.112,-1.938,5.25,5.25,85.69,75.32,6.696,8.08,6.710,6.710,
11.200,21.059,0.107,0.203,222.417,998.113,-1.938,5.26,5.26,87.32,77.19,6.862,8.09,6.877,6.877,
11.300,21.059,0.106,0.203,222.252,998.113,-1.938,5.25,5.25,88.54,77.52,6.891,8.08,6.906,6.906,
11.400,21.059,0.107,0.203,222.404,998.113,-1.938,5.26,5.26,88.81,73.77,6.558,8.08,6.572,6.572,
11.500,21.060,0.106,0.202,221.618,998.113,-1.938,5.27,5.27,87.53,75.10,6.676,8.09,6.690,6.691,
11.600,21.058,0.106,0.202,220.915,998.114,-1.938,5.28,5.28,87.60,71.11,6.321,8.09,6.334,6.335,
11.700,21.057,0.104,0.199,217.852,998.113,-1.939,5.26,5.26,87.29,75.80,6.739,8.09,6.753,6.753,
11.800,21.056,0.105,0.199,218.069,998.114,-1.938,5.25,5.25,87.73,70.97,6.309,8.09,6.322,6.323,
11.900,21.055,0.105,0.200,218.638,998.115,-1.938,5.28,5.28,88.51,73.80,6.560,8.08,6.574,6.575,
12.000,21.054,0.105,0.199,218.400,998.116,-1.938,5.30,5.30,90.22,70.88,6.302,8.09,6.315,6.315,
12.100,21.055,0.105,0.200,218.637,998.116,-1.938,5.31,5.31,88.92,69.34,6.165,8.08,6.178,6.179,
12.200,21.054,0.105,0.199,218.068,998.116,-1.938,5.34,5.34,91.15,74.28,6.604,8.09,6.618,6.619,
12.300,21.054,0.105,0.199,218.214,998.117,-1.938,5.32,5.32,91.83,75.55,6.717,8.09,6.731,6.731,
12.400,21.054,0.104,0.199,217.508,998.117,-1.938,5.28,5.28,89.89,69.12,6.145,8.09,6.158,6.159,
12.500,21.054,0.104,0.198,217.007,998.118,-1.938,5.30,5.30,87.91,70.32,6.252,8.08,6.266,6.266,
12.600,21.053,0.104,0.198,217.184,998.118,-1.938,5.34,5.34,89.27,70.23,6.245,8.09,6.258,6.259,
12.700,21.052,0.104,0.199,217.397,998.119,-1.938,5.29,5.29,85.92,67.50,6.003,8.07,6.016,6.016,
12.800,21.053,0.104,0.198,216.940,998.119,-1.938,5.31,5.31,85.56,72.40,6.440,8.08,6.454,6.454,
12.900,21.052,0.104,0.198,216.921,998.120,-1.938,5.27,5.27,86.40,79.87,7.104,8.07,7.120,7.120,
13.000,21.052,0.104,0.199,217.631,998.120,-1.938,5.21,5.21,84.39,77.18,6.864,8.09,6.879,6.879,
13.100,21.053,0.105,0.200,218.713,998.121,-1.938,5.23,5.23,86.29,80.66,7.174,8.07,7.189,7.190,
13.200,21.055,0.105,0.201,219.904,998.121,-1.938,5.25,5.25,87.78,75.05,6.675,8.09,6.689,6.690,
13.300,21.056,0.106,0.201,220.412,998.122,-1.938,5.26,5.26,89.46,74.03,6.583,8.09,6.597,6.597,
13.400,21.056,0.106,0.202,220.888,998.122,-1.938,5.25,5.25,89.03,68.03,6.048,8.09,6.061,6.061,
13.500,21.056,0.106,0.202,220.982,998.123,-1.938,5.26,5.26,87.22,64.80,5.761,8.09,5.773,5.773,
13.600,21.057,0.106,0.202,221.098,998.123,-1.938,5.25,5.25,86.19,67.73,6.021,8.09,6.034,6.034,
13.700,21.057,0.106,0.202,220.651,998.123,-1.938,5.27,5.27,85.69,75.14,6.679,8.09,6.694,6.694,
13.800,21.056,0.106,0.201,220.187,998.124,-1.938,5.29,5.29,86.61,76.11,6.765,8.10,6.780,6.780,
13.900,21.057,0.106,0.201,220.566,998.124,-1.938,5.27,5.27,86.67,75.57,6.717,8.11,6.732,6.732,
14.000,21.057,0.106,0.201,220.490,998.125,-1.938,5.30,5.30,87.19,65.29,5.804,8.09,5.816,5.816,
14.100,21.057,0.106,0.201,220.444,998.125,-1.938,5.28,5.28,86.35,69.54,6.181,8.09,6.195,6.195,
14.200,21.057,0.106,0.201,220.486,998.126,-1.938,5.25,5.25,85.51,77.14,6.856,8.08,6.871,6.871,
14.300,21.057,0.105,0.201,220.059,998.126,-1.938,5.27,5.27,85.42,78.50,6.978,8.08,6.993,6.993,
14.400,21.057,0.105,0.201,220.052,998.126,-1.938,5.27,5.27,84.77,77.92,6.927,8.09,6.941,6.942,
14.500,21.057,0.105,0.201,219.996,998.127,-1.938,5.27,5.27,86.10,75.63,6.724,8.08,6.738,6.738,
14.600,21.056,0.105,0.201,220.073,998.127,-1.938,5.27,5.27,88.16,68.13,6.057,8.09,6.070,6.070,
14.700,21.057,0.105,0.201,219.642,998.128,-1.938,5.29,5.29,88.65,72.16,6.415,8.08,6.429,6.429,
14.800,21.057,0.105,0.201,219.653,998.128,-1.938,5.27,5.27,87.76,79.77,7.092,8.08,7.107,7.108,
14.900,21.057,0.105,0.201,219.952,998.129,-1.938,5.29,5.29,86.19,73.05,6.495,8.09,6.509,6.509,
15.000,21.056,0.105,0.201,219.902,998.129,-1.938,5.23,5.23,83.04,71.07,6.319,8.08,6.332,6.333,
15.100,21.056,0.105,0.201,219.860,998.130,-1.938,5.21,5.21,80.83,76.57,6.808,8.08,6.822,6.823,
15.200,21.056,0.105,0.201,220.157,998.130,-1.938,5.23,5.23,80.24,81.97,7.288,8.09,7.304,7.304,
15.300,21.057,0.106,0.202,220.858,998.131,-1.938,5.23,5.23,84.37,73.73,6.556,8.09,6.570,6.571,
15.400,21.058,0.108,0.205,224.766,998.132,-1.937,5.25,5.25,86.27,72.22,6.422,8.10,6.435,6.436,
15.500,21.060,0.108,0.206,226.090,998.133,-1.936,5.27,5.27,87.97,71.09,6.321,8.08,6.335,6.335,
15.600,21.061,0.108,0.207,226.420,998.133,-1.937,5.27,5.27,89.62,74.38,6.613,8.08,6.627,6.627,
15.700,21.062,0.108,0.207,226.510,998.134,-1.937,5.27,5.27,88.76,74.69,6.639,8.09,6.653,6.654,
15.800,21.062,0.108,0.207,226.556,998.134,-1.937,5.27,5.27,87.45,72.61,6.455,8.08,6.468,6.469,
15.900,21.062,0.108,0.207,226.098,998.134,-1.937,5.25,5.25,86.18,75.53,6.714,8.09,6.728,6.728,
16.000,21.062,0.108,0.207,226.246,998.135,-1.937,5.22,5.22,85.43,77.51,6.890,8.09,6.904,6.905,
16.100,21.062,0.109,0.207,226.925,998.135,-1.937,5.20,5.20,83.90,73.88,6.567,8.08,6.581,6.582,
16.200,21.062,0.109,0.207,226.823,998.136,-1.937,5.19,5.19,83.77,77.92,6.926,8.08,6.941,6.941,
16.300,21.063,0.109,0.207,226.793,998.136,-1.937,5.21,5.21,83.66,74.81,6.650,8.08,6.664,6.664,
16.400,21.063,0.109,0.208,227.740,998.137,-1.937,5.18,5.18,83.47,74.73,6.642,8.09,6.656,6.656,
16.500,21.064,0.110,0.210,230.241,998.138,-1.936,5.19,5.19,84.02,83.11,7.387,8.09,7.403,7.403,
16.600,21.064,0.110,0.211,230.770,998.139,-1.936,5.19,5.19,83.77,82.12,7.299,8.09,7.314,7.315,
16.700,21.065,0.110,0.211,230.597,998.139,-1.936,5.20,5.20,84.20,77.63,6.899,8.09,6.914,6.914,
16.800,21.065,0.111,0.211,231.210,998.139,-1.936,5.17,5.17,84.29,70.58,6.272,8.08,6.286,6.286,
16.900,21.065,0.110,0.211,230.672,998.140,-1.936,5.17,5.17,84.59,69.29,6.158,8.09,6.171,6.171,
17.000,21.065,0.110,0.211,230.595,998.140,-1.936,5.17,5.17,84.31,67.96,6.040,8.09,6.053,6.053,
17.100,21.065,0.110,0.211,230.686,998.140,-1.936,5.16,5.16,83.80,71.29,6.336,8.08,6.350,6.350,
17.200,21.064,0.111,0.211,231.208,998.141,-1.936,5.17,5.17,87.83,67.89,6.038,8.08,6.051,6.051,
17.300,21.062,0.110,0.210,229.973,998.142,-1.936,5.40,5.40,92.39,74.33,6.609,8.07,6.624,6.624,
17.400,21.063,0.110,0.209,229.362,998.142,-1.936,5.34,5.34,88.92,77.01,6.847,8.09,6.861,6.861,
17.500,21.063,0.110,0.209,229.281,998.142,-1.936,5.34,5.34,89.16,76.66,6.816,8.09,6.830,6.831,
17.600,21.062,0.109,0.209,228.288,998.142,-1.936,5.27,5.27,87.49,68.49,6.090,8.08,6.103,6.103,
