Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],Weiss-DO [mg/l],Batt. [V],G&G-DO [mg/l],B&K-DO [mg/l],
11.900,18.202,27.854,37.571,44178.069,1019.812,19.761,3.59,3.59,69.70,80.98,6.423,8.14,6.436,6.436,
12.000,18.207,27.828,37.543,44139.219,1019.791,19.739,3.65,3.65,68.14,80.06,6.351,8.15,6.364,6.363,
12.100,18.206,27.839,37.556,44156.091,1019.801,19.748,3.66,3.66,68.19,79.02,6.267,8.14,6.279,6.279,
12.200,18.201,27.893,37.618,44234.125,1019.844,19.791,3.63,3.63,69.96,77.57,6.151,8.15,6.163,6.163,
12.300,18.195,27.914,37.639,44265.526,1019.862,19.808,3.66,3.66,71.25,73.85,5.857,8.15,5.869,5.869,
12.400,18.194,27.926,37.652,44282.551,1019.871,19.818,3.68,3.68,72.62,77.89,6.178,8.14,6.190,6.190,
12.500,18.190,28.002,37.740,44390.817,1019.930,19.876,3.73,3.73,73.50,77.65,6.157,8.14,6.169,6.169,
12.600,18.183,28.022,37.759,44421.060,1019.948,19.893,3.80,3.80,76.77,70.10,5.557,8.14,5.567,5.567,
12.700,18.180,28.038,37.776,44444.535,1019.961,19.906,3.89,3.89,76.77,74.53,5.910,8.15,5.922,5.921,
12.800,18.179,28.042,37.780,44450.432,1019.965,19.909,3.79,3.79,76.21,74.86,5.937,8.15,5.948,5.948,
12.900,18.178,28.042,37.780,44450.783,1019.966,19.910,3.83,3.83,76.85,77.00,6.108,8.14,6.120,6.120,
13.000,18.178,28.026,37.760,44428.066,1019.954,19.897,3.83,3.83,75.73,77.18,6.124,8.14,6.136,6.136,
13.100,18.179,28.024,37.758,44424.393,1019.952,19.895,3.85,3.85,75.45,74.83,5.937,8.14,5.948,5.948,
13.200,18.181,28.011,37.745,44406.272,1019.943,19.885,3.84,3.84,75.26,78.30,6.211,8.14,6.223,6.223,
13.300,18.181,28.018,37.753,44416.619,1019.949,19.891,3.90,3.90,76.49,76.92,6.101,8.15,6.113,6.113,
13.400,18.179,28.028,37.764,44431.398,1019.957,19.899,3.88,3.88,76.73,77.38,6.138,8.15,6.150,6.150,
13.500,18.178,28.040,37.777,44447.906,1019.967,19.908,3.85,3.85,76.46,74.94,5.944,8.15,5.955,5.955,
13.600,18.179,28.027,37.761,44428.978,1019.957,19.898,3.83,3.83,75.89,75.08,5.955,8.14,5.967,5.967,
13.700,18.178,28.051,37.791,44464.526,1019.976,19.917,3.87,3.87,78.14,76.54,6.070,8.14,6.081,6.081,
13.800,18.177,28.054,37.793,44468.712,1019.979,19.919,3.81,3.81,77.62,74.03,5.870,8.14,5.881,5.881,
13.900,18.177,28.053,37.793,44467.557,1019.979,19.919,3.79,3.79,78.10,70.92,5.626,8.14,5.637,5.637,
14.000,18.176,28.053,37.791,44466.823,1019.979,19.918,3.82,3.82,78.55,74.52,5.913,8.14,5.924,5.924,
14.100,18.173,28.078,37.820,44503.549,1020.000,19.938,3.83,3.83,79.20,76.86,6.096,8.15,6.107,6.107,
14.200,18.171,28.108,37.854,44546.508,1020.023,19.961,3.78,3.78,79.83,71.12,5.640,8.14,5.651,5.651,
14.300,18.168,28.116,37.862,44558.914,1020.031,19.969,3.97,3.97,80.43,74.42,5.904,8.14,5.915,5.915,
14.400,18.167,28.120,37.866,44564.766,1020.034,19.972,3.91,3.91,81.02,82.18,6.519,8.13,6.531,6.531,
14.500,18.167,28.116,37.861,44558.806,1020.032,19.969,3.87,3.87,79.66,74.36,5.898,8.14,5.909,5.909,
14.600,18.168,28.114,37.859,44556.334,1020.031,19.967,3.87,3.87,80.24,68.37,5.423,8.14,5.434,5.434,
14.700,18.168,28.112,37.856,44553.098,1020.029,19.965,3.86,3.86,79.66,70.82,5.620,8.14,5.631,5.631,
14.800,18.168,28.102,37.844,44538.973,1020.022,19.958,3.94,3.94,79.72,77.30,6.135,8.15,6.147,6.147,
14.900,18.169,28.103,37.847,44540.304,1020.023,19.958,4.01,4.01,80.21,73.83,5.858,8.14,5.870,5.870,
15.000,18.168,28.117,37.863,44560.657,1020.035,19.969,4.01,4.01,82.03,70.99,5.632,8.15,5.643,5.643,
15.100,18.167,28.126,37.874,44574.277,1020.042,19.977,4.02,4.02,82.28,76.00,6.029,8.14,6.041,6.041,
15.200,18.166,28.123,37.868,44569.946,1020.041,19.975,4.01,4.01,81.75,78.93,6.261,8.14,6.273,6.273,
15.300,18.165,28.125,37.870,44572.766,1020.043,19.976,4.04,4.04,82.74,73.81,5.856,8.15,5.867,5.867,
15.400,18.165,28.126,37.872,44573.668,1020.043,19.977,3.99,3.99,82.58,76.19,6.044,8.15,6.056,6.056,
15.500,18.166,28.110,37.854,44551.560,1020.032,19.965,4.06,4.06,82.05,68.78,5.457,8.14,5.467,5.467,
15.600,18.167,28.119,37.865,44564.615,1020.039,19.972,4.01,4.01,83.14,66.50,5.275,8.14,5.285,5.285,
15.700,18.165,28.132,37.879,44583.082,1020.050,19.982,4.07,4.07,84.66,75.78,6.011,8.14,6.022,6.022,
15.800,18.163,28.141,37.889,44596.188,1020.057,19.989,4.09,4.09,83.98,70.65,5.603,8.15,5.614,5.614,
15.900,18.162,28.160,37.911,44623.778,1020.073,20.004,4.15,4.15,84.47,69.58,5.518,8.15,5.529,5.529,
16.000,18.159,28.186,37.939,44660.850,1020.094,20.024,4.12,4.12,83.86,72.15,5.721,8.14,5.732,5.732,
16.100,18.158,28.174,37.924,44643.762,1020.085,20.015,3.99,3.99,84.66,77.94,6.181,8.14,6.193,6.193,
16.200,18.157,28.189,37.942,44666.367,1020.098,20.027,4.12,4.12,85.19,68.24,5.412,8.15,5.422,5.422,
16.300,18.155,28.213,37.968,44699.951,1020.116,20.045,4.04,4.04,85.64,71.01,5.631,8.13,5.642,5.641,
16.400,18.151,28.212,37.965,44699.540,1020.117,20.046,4.06,4.06,86.30,75.90,6.017,8.15,6.029,6.029,
16.500,18.151,28.211,37.963,44697.818,1020.116,20.045,4.05,4.05,85.99,73.74,5.847,8.14,5.858,5.858,
16.600,18.151,28.212,37.964,44699.857,1020.118,20.046,4.05,4.05,87.53,67.89,5.384,8.15,5.394,5.394,
16.700,18.151,28.217,37.971,44707.237,1020.122,20.050,3.95,3.95,85.81,72.19,5.725,8.15,5.736,5.736,
16.800,18.150,28.222,37.976,44714.580,1020.127,20.054,4.04,4.04,84.61,78.06,6.190,8.14,6.202,6.202,
16.900,18.150,28.218,37.971,44708.401,1020.124,20.050,4.13,4.13,86.61,80.33,6.371,8.15,6.383,6.383,
17.000,18.152,28.201,37.953,44684.770,1020.111,20.037,4.04,4.04,85.58,66.31,5.260,8.14,5.270,5.270,
17.100,18.154,28.198,37.950,44679.341,1020.109,20.034,4.15,4.15,85.70,80.27,6.368,8.15,6.380,6.380,
17.200,18.151,28.218,37.972,44709.094,1020.125,20.051,4.08,4.08,87.40,71.05,5.636,8.14,5.646,5.646,
17.300,18.151,28.208,37.961,44694.624,1020.118,20.043,4.06,4.06,87.21,79.17,6.279,8.14,6.291,6.291,
17.400,18.154,28.193,37.944,44672.989,1020.107,20.031,4.04,4.04,85.40,59.71,4.737,8.14,4.746,4.746,
17.500,18.152,28.217,37.972,44707.383,1020.126,20.050,4.10,4.10,85.08,78.64,6.238,8.15,6.250,6.250,
17.600,18.149,28.230,37.985,44726.292,1020.136,20.060,4.16,4.16,84.53,69.86,5.543,8.15,5.554,5.554,
17.700,18.150,28.225,37.980,44718.993,1020.133,20.056,4.04,4.04,84.99,74.19,5.886,8.14,5.897,5.897,
17.800,18.149,28.225,37.979,44719.255,1020.134,20.056,4.03,4.03,85.77,71.91,5.707,8.15,5.718,5.718,
17.900,18.150,28.227,37.983,44721.981,1020.135,20.057,4.27,4.27,85.02,79.63,6.319,8.15,6.331,6.331,
18.000,18.152,28.224,37.981,44717.778,1020.133,20.055,4.02,4.02,85.26,81.56,6.471,8.15,6.483,6.483,
18.100,18.151,28.221,37.977,44713.889,1020.132,20.053,4.03,4.03,84.78,76.19,6.047,8.15,6.058,6.058,
