Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:87905000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
87905000;2;01/07/2007;;1;1;2234,128;203,668;635,467;10;31;1;1;1;0;0;691,3;529,612;438,276;371,988;338,061;305,909;320,305;736,593;1987,39;2234,128;2138,269;1542,854;965,082;755,154;613,735;556,897;506,824;424,54;417,762;375,161;329,117;341,072;401,079;424,54;397,787;341,072;297,446;257,079;236,865;219,923;203,668;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/2007;;1;1;3139,233;56,526;899,775;16;8;1;1;1;0;0;66,227;65,007;65,007;62,605;60,515;58,498;58,498;56,526;59,501;86,028;199,15;886,474;1922,677;2736,295;2997,224;3139,233;3062,222;2548,449;1946,777;1113,586;841,831;656,201;549,024;473,671;404,385;365,687;424,54;682,431;709,228;695,759;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2007;;1;1;275,514;68,703;127,201;7;31;1;1;1;0;0;164,997;151,158;149,235;153,094;192,477;254,502;275,514;231,954;173,204;145,43;137,982;125,465;115,254;108,71;102,376;105,517;113,598;110,326;103,94;96,251;91,792;88,885;94,752;103,94;96,251;84,619;80,469;77,766;75,114;69,96;68,703;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2007;;1;1;560,856;88,885;243,508;5;24;1;1;1;0;0;231,954;208,242;251,94;470,064;560,856;480,932;368,83;375,161;466,471;371,988;289,113;251,94;217,559;196,912;169,073;155,044;145,43;136,154;123,73;116,922;108,71;100,825;93,266;88,885;88,885;203,668;286,365;286,365;249,392;210,55;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2007;;1;1;1258,414;120,299;488,348;20;2;2;2;2;0;0;155,044;120,299;134,339;264,894;311,624;391,248;656,201;664,881;622,104;537,331;750,49;856,781;713,749;576,848;529,612;537,331;593,087;589,004;521,955;1258,414;1086,024;656,201;434,819;303,074;264,894;227,099;201,402;224,693;308,759;365,687;280,911;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/2007;;1;1;407,707;49,083;113,926;25;17;1;1;1;0;0;103,94;88,885;79,111;73,806;65,007;67,459;173,204;164,997;116,922;76,434;66,227;62,605;59,501;56,526;52,717;49,975;49,083;51,792;51,792;52,717;53,653;49,083;56,526;128,974;407,707;404,385;323,228;203,668;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/2007;;1;1;259,669;76,434;127,723;13;11;1;1;1;0;0;147,326;137,982;110,326;105,517;169,073;208,242;157,007;111,955;97,762;86,028;76,434;86,028;259,669;241,833;143,548;107,107;83,223;77,766;90,332;110,326;164,997;190,28;153,094;123,73;108,71;94,752;91,792;96,251;83,223;107,107;137,982;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/2006;;1;1;480,932;47,33;144,112;27;14;1;1;1;0;0;122,008;110,326;94,752;84,619;80,469;69,96;65,007;60,515;58,498;56,526;54,6;50,878;49,083;47,33;49,083;54,6;52,717;62,605;83,223;151,158;224,693;173,204;141,68;155,044;356,346;470,064;480,932;381,551;257,079;205,948;162,979;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/2006;;1;1;704,722;68,703;237,142;9;5;1;1;1;0;0;83,223;80,469;77,766;72,512;68,703;110,326;384,769;609,575;704,722;495,636;365,687;215,208;162,979;137,982;125,465;110,326;141,68;251,94;445,234;397,787;341,072;262,274;205,948;167,028;185,928;257,079;217,559;160,975;145,43;128,974;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/2006;;1;1;876,941;86,028;196,804;17;30;1;1;1;0;0;141,68;132,538;123,73;116,922;122,008;132,538;123,73;111,955;107,107;103,94;110,326;132,538;134,339;123,73;130,749;634,773;876,941;626,311;394,51;289,113;224,693;190,28;158,984;147,326;130,749;115,254;105,517;96,251;90,332;86,028;86,028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/2006;;1;1;2332,811;115,254;460,522;16;9;1;1;1;0;0;132,538;123,73;118,604;125,465;149,235;158,984;145,43;128,974;115,254;128,974;127,213;122,008;128,974;353,262;1246,391;2332,811;2095,618;1563,672;1032,27;622,104;514,359;441,747;371,988;323,228;272,837;234,403;205,948;181,632;162,979;155,044;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/2006;;1;1;669,245;105,517;255,249;15;2;2;2;2;0;0;139,824;105,517;107,107;116,922;127,213;136,154;147,326;160,975;175,291;173,204;188,097;244,339;521,955;656,201;669,245;622,104;580,885;491,937;365,687;300,253;259,669;219,923;183,773;158,984;143,548;130,749;118,604;125,465;158,984;194,687;188,097;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/07/2006;;1;1;841,831;90,332;246,363;17;1;2;2;2;0;0;90,332;100,825;111,955;123,73;136,154;149,235;160,975;175,291;190,28;205,948;222,301;239,342;257,079;344,097;317,397;745,842;841,831;589,004;404,385;347,137;278,205;224,693;196,912;164,997;143,548;127,213;111,955;118,604;141,68;181,632;194,687;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/06/2006;;1;1;246,858;50,878;83,412;1;13;1;1;1;0;0;246,858;212,872;153,094;120,299;103,94;81,84;68,703;60,515;58,498;56,526;54,6;52,717;50,878;52,717;55,557;54,6;53,653;54,6;54,6;55,557;58,498;96,251;87,45;76,434;68,703;73,806;88,885;86,028;83,223;80,469;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2006;;1;1;110,326;23,574;29,154;31;6;1;1;1;0;0;25,244;24,679;24,679;24,122;24,122;23,574;23,574;24,122;25,818;26,991;25,818;26,991;28,199;26,991;25,818;24,679;24,122;23,574;24,679;27,591;29,443;31,377;32,712;28,817;28,199;26,991;25,818;25,244;24,679;34,785;110,326;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2006;;1;1;32,04;23,574;27,134;23;20;1;1;1;0;0;28,199;27,591;25,818;25,818;24,679;24,122;25,818;30,079;30,723;29,443;29,443;28,199;27,591;26,991;25,818;25,244;24,679;24,679;24,122;23,574;24,679;30,723;32,04;30,723;28,817;28,199;27,591;26,991;25,818;25,818;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2006;;1;1;50,878;21,464;31,302;26;17;1;1;1;0;0;29,443;29,443;32,04;47,33;39,189;35,495;32,712;28,199;27,591;26,4;25,818;24,679;23,574;23,574;22,503;21,979;21,464;21,979;23,034;30,079;32,04;30,723;30,723;43,132;47,33;50,878;39,958;35,495;33,394;30,723;29,443;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/2006;;1;1;37,682;25,244;31,504;1;23;1;1;1;0;0;37,682;36,214;34,785;36,214;34,785;36,214;35,495;34,785;34,785;33,394;32,712;33,394;34,785;32,04;30,723;28,817;28,199;28,199;26,991;26,4;25,818;25,818;25,244;26,991;28,817;31,377;30,723;30,723;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/2006;;1;1;123,73;37,682;56,332;23;10;1;1;1;0;0;54,6;54,6;52,717;50,878;50,878;49,083;45,619;43,132;40,736;37,682;37,682;38,431;39,189;40,736;55,557;62,605;67,459;108,71;69,96;60,515;54,6;69,96;123,73;91,792;65,007;57,507;51,792;46,469;43,951;41,524;39,189;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/2005;;1;1;57,507;36,943;45,505;2;28;1;1;1;0;0;54,6;57,507;56,526;54,6;52,717;52,717;52,717;52,717;50,878;49,083;47,33;45,619;44,78;43,951;42,323;40,736;42,323;43,951;45,619;43,951;42,323;40,736;40,736;39,958;39,189;38,431;37,682;36,943;37,682;39,189;43,132;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/2005;;1;1;190,28;54,6;100,435;1;30;1;1;1;0;0;190,28;173,204;158,984;143,548;137,982;149,235;143,548;136,154;128,974;118,604;108,71;102,376;94,752;94,752;90,332;86,028;83,223;80,469;77,766;75,114;73,806;72,512;68,703;66,227;65,007;62,605;60,515;58,498;56,526;54,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/2005;;1;1;2216,49;217,559;820,07;6;31;1;1;1;0;0;368,83;356,346;329,117;861,797;2121,14;2216,49;2053,539;1922,677;1468,104;896,057;695,759;580,885;491,937;584,937;1158,65;1234,445;1325,924;1258,414;910,562;695,759;537,331;459,332;394,51;350,192;338,061;359,445;368,83;335,065;283,63;246,858;217,559;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/2005;;1;1;2538,808;217,559;864,591;12;9;1;1;1;0;0;695,759;673,625;576,848;506,824;445,234;381,551;305,909;257,079;217,559;283,63;1091,499;2538,808;2500,487;1987,39;1395,807;1119,154;1000,885;896,057;910,562;1158,65;960,038;745,842;605,43;495,636;669,245;970,144;950,003;686,858;506,824;404,385;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/2005;;1;1;549,024;47,33;98,825;31;19;1;1;1;0;0;81,84;77,766;75,114;66,227;62,605;60,515;61,541;61,541;59,501;58,498;56,526;56,526;55,557;54,6;52,717;50,878;49,083;48,201;47,33;47,33;49,083;57,507;99,287;127,213;147,326;185,928;175,291;167,028;157,007;164,997;549,024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/2005;;1;1;375,161;87,45;168,163;7;31;1;1;1;0;0;153,094;143,548;127,213;149,235;254,502;347,137;375,161;350,192;267,527;192,477;162,979;147,326;132,538;122,008;113,598;118,604;134,339;169,073;215,208;203,668;177,391;149,235;143,548;136,154;125,465;115,254;108,71;102,376;96,251;91,792;87,45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/2005;;1;1;199,15;93,266;138,439;17;10;1;1;1;0;0;173,204;162,979;158,984;149,235;134,339;122,008;110,326;102,376;96,251;93,266;107,107;130,749;147,326;153,094;158,984;173,204;199,15;183,773;175,291;157,007;141,68;127,213;115,254;102,376;97,762;102,376;118,604;127,213;164,997;167,028;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2005;;1;1;1006,071;36,214;344,786;20;5;1;1;1;0;0;42,323;40,736;39,189;37,682;36,214;36,214;40,736;50,878;67,459;86,028;115,254;190,28;353,262;560,856;549,024;452,253;404,385;564,831;856,781;1006,071;980,32;945,012;682,431;514,359;431,378;344,097;326,165;283,63;249,392;215,208;185,928;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2005;;1;1;181,632;14,675;86,31;14;1;2;2;2;0;0;14,675;34,084;73,806;80,469;65,007;62,605;59,501;72,512;99,287;116,922;110,326;120,299;153,094;181,632;177,391;173,204;153,094;127,213;102,376;75,114;66,227;65,007;59,501;54,6;53,653;50,878;49,083;47,33;46,469;43,951;;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2005;;1;1;29,443;10,73;15,577;1;10;2;2;2;0;0;29,443;27,591;22,503;16,749;13,517;11,725;11,387;11,387;11,055;10,73;11,055;11,387;11,055;10,73;15,075;18,082;19,009;24,122;20,458;17,185;15,897;15,482;15,897;15,897;14,675;14,282;14,282;13,896;13,145;12,78;12,421;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/02/2005;;1;1;24,122;10,73;15,268;3;16;2;2;2;0;0;13,896;16,319;24,122;21,979;18,542;17,185;16,319;15,897;14,675;14,282;13,517;13,145;12,421;11,387;11,055;10,73;15,482;16,749;16,319;15,897;15,075;14,675;14,282;13,517;12,78;12,07;11,055;24,122;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;
87905000;2;01/01/2005;;1;1;601,3;14,675;166,627;7;31;2;2;2;0;0;31,377;397,787;549,024;564,831;564,831;589,004;601,3;514,359;264,894;173,204;160,975;141,68;105,517;67,459;42,323;39,189;36,943;32,712;28,817;27,591;25,244;23,034;21,979;21,464;19,967;25,818;24,122;20,458;18,542;16,319;14,675;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/12/2004;;1;1;77,766;28,817;47,823;1;30;2;2;2;0;0;77,766;71,23;66,227;61,541;55,557;51,792;48,201;52,717;52,717;59,501;77,766;71,23;59,501;50,878;45,619;42,323;40,736;39,189;37,682;38,431;40,736;39,189;37,682;36,214;36,214;34,785;34,084;33,394;30,723;28,817;30,079;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;
87905000;2;01/11/2004;;1;1;651,884;79,111;209,761;13;29;1;1;1;0;0;116,922;110,326;103,94;130,749;157,007;171,132;224,693;224,693;199,15;183,773;525,776;622,104;651,884;514,359;323,228;275,514;231,954;203,668;169,073;155,044;141,68;123,73;110,326;102,376;97,762;90,332;87,45;81,84;79,111;83,223;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/2004;;1;1;709,228;108,71;254,359;18;12;1;1;1;0;0;278,205;239,342;210,55;190,28;171,132;153,094;136,154;130,749;122,008;115,254;110,326;108,71;190,28;359,445;353,262;344,097;421,143;709,228;660,533;605,43;417,762;305,909;246,858;219,923;199,15;177,391;167,028;149,235;141,68;128,974;122,008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/2004;;1;1;1270,514;116,922;487,294;13;3;1;1;1;0;0;139,824;125,465;116,922;128,974;130,749;125,465;120,299;116,922;122,008;160,975;317,397;1108,037;1270,514;1064,304;736,593;556,897;480,932;401,079;344,097;338,061;556,897;866,829;1042,875;990,567;856,781;736,593;488,254;397,787;411,044;365,687;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/2004;;1;1;1294,946;153,094;480,613;8;31;1;1;1;0;0;886,474;626,311;466,471;375,161;311,624;332,084;673,625;1294,946;1270,514;1119,154;831,944;549,024;452,253;384,769;286,365;254,502;236,865;231,954;320,305;584,937;589,004;541,213;397,787;332,084;294,654;264,894;241,833;224,693;201,402;169,073;153,094;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/2004;;1;1;572,827;105,517;277,265;6;29;1;1;1;0;0;222,301;246,858;459,332;484,585;560,856;572,827;417,762;311,624;257,079;229,52;194,687;167,028;157,007;190,28;397,787;541,213;424,54;323,228;272,837;227,099;199,15;179,505;160,975;145,43;132,538;123,73;115,254;108,71;105,517;116,922;549,024;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/2004;;1;1;404,385;149,235;232,752;11;23;1;1;1;0;0;311,624;291,876;262,274;241,833;212,872;196,912;181,632;167,028;153,094;157,007;404,385;397,787;371,988;338,061;308,759;289,113;257,079;231,954;208,242;190,28;167,028;155,044;149,235;153,094;157,007;160,975;177,391;215,208;231,954;241,833;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2004;;1;1;1529,079;100,825;442,999;9;3;1;1;1;0;0;123,73;116,922;100,825;107,107;127,213;169,073;251,94;1048,205;1529,079;1130,346;915,431;580,885;338,061;297,446;283,63;421,143;368,83;303,074;257,079;210,55;188,097;181,632;177,391;171,132;183,773;597,186;990,567;950,003;673,625;541,213;397,787;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2004;;1;1;601,3;29,443;101,37;25;7;1;1;1;0;0;32,04;30,723;30,723;30,079;30,079;30,079;29,443;30,079;32,04;35,495;41,524;41,524;36,943;36,214;35,495;35,495;37,682;40,736;43,951;45,619;45,619;50,878;116,922;378,349;601,3;470,064;251,94;169,073;128,974;122,008;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2004;;1;1;56,526;32,04;39,973;14;31;1;1;1;0;0;46,469;43,132;40,736;39,189;38,431;36,943;36,214;35,495;39,189;42,323;40,736;40,736;43,951;56,526;55,557;50,878;46,469;43,132;40,736;40,736;39,189;35,495;36,214;35,495;34,785;34,785;34,084;33,394;33,394;32,712;32,04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/2004;;1;1;239,342;50,878;104,076;16;29;1;1;1;0;0;102,376;130,749;111,955;103,94;115,254;125,465;141,68;132,538;113,598;99,287;88,885;84,619;80,469;90,332;139,824;239,342;215,208;132,538;118,604;91,792;79,111;73,806;68,703;63,8;60,515;56,526;54,6;51,792;50,878;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
87905000;2;01/01/2004;;1;1;155,044;73,806;103,579;26;9;1;1;1;0;0;132,538;118,604;108,71;102,376;99,287;93,266;87,45;80,469;73,806;80,469;94,752;113,598;108,71;107,107;103,94;100,825;99,287;94,752;94,752;91,792;96,251;99,287;100,825;99,287;130,749;155,044;137,982;108,71;99,287;99,287;97,762;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/2003;;1;1;1058,919;120,299;416,929;18;11;1;1;1;0;0;305,909;251,94;215,208;205,948;192,477;171,132;141,68;128,974;123,73;122,008;120,299;332,084;1042,875;990,567;807,508;827,025;841,831;1058,919;965,082;391,248;356,346;350,192;525,776;584,937;518,149;391,248;257,079;215,208;175,291;162,979;151,158;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/2003;;1;1;518,149;149,235;323,266;20;12;1;1;1;0;0;473,671;495,636;394,51;368,83;350,192;332,084;278,205;183,773;177,391;167,028;155,044;149,235;155,044;164,997;164,997;192,477;208,242;254,502;407,707;518,149;495,636;391,248;305,909;251,94;401,079;484,585;495,636;480,932;417,762;381,551;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/2003;;1;1;1535,956;116,922;335,762;27;8;1;1;1;0;0;175,291;158,984;147,326;136,154;125,465;123,73;120,299;116,922;153,094;311,624;338,061;356,346;329,117;244,339;222,301;141,68;128,974;116,922;118,604;134,339;149,235;239,342;164,997;157,007;167,028;514,359;1535,956;1408,771;1175,858;722,84;473,671;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/2003;;1;1;673,625;94,752;199,97;25;20;1;1;1;0;0;227,099;185,928;171,132;162,979;149,235;139,824;132,538;127,213;137,982;181,632;155,044;145,43;136,154;128,974;118,604;111,955;107,107;102,376;97,762;94,752;99,287;100,825;158,984;572,827;673,625;499,35;365,687;267,527;234,403;212,872;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/2003;;1;1;521,955;107,107;252,76;25;23;1;1;1;0;0;518,149;401,079;362,558;338,061;314,503;291,876;267,527;254,502;239,342;222,301;194,687;181,632;173,204;162,979;153,094;145,43;141,68;132,538;125,465;115,254;110,326;110,326;107,107;143,548;521,955;503,079;417,762;365,687;303,074;264,894;251,94;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/2003;;1;1;2070,302;227,099;540,02;26;6;1;1;1;0;0;297,446;286,365;264,894;246,858;229,52;227,099;272,837;314,503;384,769;521,955;470,064;329,117;280,911;267,527;267,527;344,097;414,395;359,445;317,397;259,669;236,865;251,94;381,551;537,331;1210,782;2070,302;1851,571;1434,94;1016,497;778,712;613,735;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/2003;;1;1;2685,997;311,624;962,224;12;2;1;1;1;0;0;341,072;311,624;362,558;1222,575;1382,923;1363,746;1199,065;827,025;537,331;397,787;1501,774;2685,997;2369,403;2164,135;1670,574;1276,593;1064,304;955,012;980,32;955,012;841,831;759,834;682,431;605,43;510,584;462,894;407,707;365,687;344,097;317,397;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/2003;;1;1;2216,49;177,391;797,159;2;17;1;1;1;0;0;1736,996;2216,49;2164,135;1670,574;1006,071;827,025;626,311;499,35;397,787;353,262;303,074;270,175;249,392;229,52;210,55;192,477;177,391;217,559;388,001;788,247;1037,564;1080,566;1058,919;1294,946;1395,807;1288,809;1011,275;647,583;514,359;466,471;391,248;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/2003;;1;1;1389,355;99,287;259,615;30;26;1;1;1;0;0;320,305;320,305;300,253;286,365;297,446;332,084;344,097;317,397;239,342;212,872;185,928;171,132;155,044;145,43;132,538;125,465;120,299;118,604;120,299;120,299;116,922;113,598;108,71;103,94;100,825;99,287;125,465;427,951;836,879;1389,355;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/2003;;1;1;990,567;203,668;471,772;4;30;1;1;1;0;0;499,35;793,038;871,877;990,567;695,759;518,149;470,064;452,253;397,787;368,83;359,445;391,248;580,885;764,529;427,951;341,072;297,446;275,514;259,669;229,52;283,63;651,884;812,363;841,831;510,584;353,262;286,365;249,392;222,301;203,668;224,693;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/2003;;1;1;589,004;136,154;317,546;9;1;1;1;1;0;0;136,154;137,982;162,979;149,235;137,982;155,044;215,208;466,471;589,004;518,149;411,044;394,51;510,584;541,213;404,385;300,253;267,527;236,865;222,301;212,872;219,923;229,52;270,175;335,065;365,687;441,747;438,276;421,143;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/2003;;1;1;552,953;141,68;275,549;1;31;1;1;1;0;0;552,953;488,254;431,378;375,161;359,445;329,117;291,876;275,514;264,894;254,502;246,858;283,63;262,274;246,858;227,099;222,301;210,55;201,402;190,28;208,242;267,527;303,074;353,262;353,262;272,837;234,403;203,668;179,505;160,975;149,235;141,68;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/2002;;1;1;4005,971;309,749;1705,771;7;22;1;1;1;0;0;429,314;1495,5;2179,395;2518,475;3079,026;3859,75;4005,971;3666,154;3263,259;2858,657;1962,779;934,315;697,934;566,85;542,445;783,936;480,276;418,807;374,944;336,841;315,66;309,749;2073,533;3553,164;3603,091;2669,545;2021,912;1595,326;1064,121;596,081;622,104;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/2002;;1;1;1108,976;173,199;431,228;22;19;1;1;1;0;0;472,8;358,791;321,634;324,644;425,795;458,045;432,849;339,929;286,725;259,332;223,536;216,25;211,467;195,194;186,22;199,769;202,079;186,22;173,199;223,536;1035,101;1108,976;1012,206;803,806;617,463;579,277;596,081;562,741;514,727;408,444;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
