Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:87905000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
87905000;2;01/03/1977;;1;1;658,818;24,381;100,892;31;28;2;2;2;;0;84,724;180,883;258,885;231,017;176,686;132,592;103,241;114,134;127,393;80,759;64,876;56,121;51,032;47,167;43,484;39,979;39,13;37,465;35,843;34,265;33,491;30,503;29,781;27,68;26,33;26,33;26,33;24,381;78,179;226,154;658,818;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/02/1977;;1;1;209,618;62,616;102,036;21;17;2;2;2;;0;86,071;76,908;64,876;67,185;103,241;84,724;87,431;71,948;168,47;100,249;69,542;83,39;139,719;107,829;84,724;70,739;62,616;66,024;79,463;156,582;209,618;183,004;132,592;94,422;120,654;120,654;87,431;76,908;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;
87905000;2;01/01/1977;;1;1;2291,116;47,167;377,12;20;4;2;2;2;0;0;69,542;63,74;52,026;47,167;125,688;191,635;187,289;148,945;107,829;78,179;62,616;62,616;75,649;92,998;174,61;363,35;495,351;644,863;2193,404;2291,116;1709,789;694,377;397,77;288,678;231,017;198,265;166,452;141,536;127,393;110,955;95,859;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/12/1976;;1;1;422,535;55,08;176,852;19;16;2;2;2;;0;100,249;272,186;373,771;371,152;280,359;187,289;137,917;109,385;100,249;101,739;107,829;100,249;88,803;70,739;62,616;55,08;63,74;306,355;422,535;258,885;176,686;185,139;136,128;172,549;358,197;248,53;185,139;147,072;122,318;98,773;80,759;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/11/1976;;1;1;1612,027;43,484;307,068;7;30;2;2;2;0;0;54,05;183,004;532,41;477,334;353,08;708,868;1612,027;1476,589;870,302;513,709;348,002;266,817;216,612;176,686;154,651;137,917;122,318;107,829;98,773;95,859;110,955;114,134;91,587;75,649;64,876;57,174;52,026;49,076;46,229;43,484;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;
87905000;2;01/10/1976;;1;1;448,066;61,504;147,902;4;31;2;2;2;;0;74,403;100,249;433,787;448,066;272,186;185,139;193,83;320,744;315,91;214,266;160,487;134,353;115,743;100,249;88,803;82,068;75,649;71,948;68,357;80,759;120,654;139,719;120,654;90,188;76,908;87,431;107,829;91,587;80,759;70,739;61,504;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/09/1976;;1;1;932,071;75,649;369,359;8;30;2;2;2;;0;551,454;577,379;620,809;669,385;716,171;783,628;858,209;932,071;672,927;529,27;510,626;474,365;416,965;353,08;294,305;256,272;233,472;209,618;185,139;168,47;152,735;136,128;127,393;115,743;107,829;97,309;90,188;84,724;79,463;75,649;;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;
87905000;2;01/08/1976;;1;1;3128,755;258,885;1058,281;6;24;2;2;2;0;0;1481,039;1561,674;1889,496;2352,736;3057,502;3128,755;2826,441;2498,328;2192,166;1460,213;1089,131;850,195;680,038;627,633;577,379;492,324;414,195;419,745;425,334;442,326;526,139;269,493;264,157;258,885;306,355;353,08;403,207;453,844;477,334;501,432;526,139;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;1;1;1;2;1;2;2;2;1;2;2;2;
87905000;2;01/07/1976;;1;1;1835,467;134,292;733,341;17;7;2;2;2;0;0;170,905;169,227;169,227;159,32;151,281;143,44;134,292;156,081;179,415;266,749;381,374;517,48;691,381;1045,663;1481,039;1644,647;1835,467;1611,177;1402,73;1209,928;701,915;481,423;316,209;308,51;481,423;858,563;1045,663;1253,043;1181,642;1181,642;1402,73;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;
87905000;2;01/06/1976;;1;1;640,014;170,905;282,9;8;30;2;2;2;0;0;232,619;241,411;248,191;278,703;311,065;407,457;514,146;640,014;565,339;497,644;434,44;375,7;321,396;271,498;226,813;222,98;219,179;215,409;204,284;193,439;182,874;186,365;191,659;195,227;200,638;204,284;188,122;172,592;172,592;170,905;;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;1;2;2;;
87905000;2;01/05/1976;;1;1;308,51;71,496;160,434;25;2;2;2;2;0;0;83,04;71,496;86,662;103,203;119,681;138,83;159,32;181,141;167,556;152,873;140,359;126,886;115,453;121,106;126,886;132,795;138,83;144,992;137,309;131,306;125,429;118,263;169,227;230,676;308,51;286,007;262,044;241,411;221,076;204,284;226,813;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;1;1;
87905000;2;01/04/1976;;1;1;137,309;80,666;108,305;14;2;2;2;2;0;0;85,447;80,666;83,04;85,447;87,886;91,606;95,399;100,57;104,532;108,567;115,453;122,539;129,825;137,309;126,886;116,854;107,214;97,968;114,06;116,854;118,263;121,106;122,539;125,429;121,106;116,854;111,298;105,869;101,882;96,679;;2;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;1;;
87905000;2;01/03/1976;;1;1;303,432;14,666;128,523;16;2;2;2;2;0;0;15,196;14,666;14,666;15,196;16,841;18,565;19,758;22,895;24,211;40,11;108,567;175,988;226,813;281,126;290,931;303,432;271,498;241,411;226,813;215,409;204,284;182,874;162,591;141,895;123,98;118,263;112,675;107,214;100,57;95,399;90,358;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;
87905000;2;01/02/1976;;1;1;71,496;17,406;36,108;9;29;2;2;2;0;0;58,728;46,245;63,903;64,963;63,903;48,073;47,155;52,791;71,496;53,76;42,689;36,791;29,09;25,562;23,549;22,25;20,986;19,758;19,157;19,758;20,986;22,895;26,25;27,653;33,608;26,947;21,614;19,157;17,406;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;
87905000;2;01/01/1976;;1;1;286,007;17,406;96,638;17;2;2;2;2;0;0;23,549;17,406;20,368;19,758;19,758;22,895;32,068;91,606;131,306;134,292;100,57;67,108;59,746;125,429;271,498;250,472;286,007;206,119;152,873;105,869;74,873;60,773;50,879;42,689;35,983;36,791;71,496;132,795;154,473;116,854;79,491;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/12/1975;;1;1;250,472;25,562;122,573;11;31;2;2;2;0;0;181,141;182,874;177,698;170,905;146,553;138,83;146,553;170,905;209,811;232,619;250,472;236,946;221,076;197,023;179,415;143,44;101,882;92,862;78,324;68,192;57,717;51,831;51,831;52,791;47,155;44,45;43,565;37,608;32,068;27,653;25,562;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/11/1975;;1;1;2714,615;63,903;570,727;18;2;1;1;1;0;0;87,886;63,903;71,496;78,324;89,118;104,532;115,453;121,106;115,453;109,928;105,869;100,57;94,127;94,127;99,265;437,494;1916,832;2714,615;2508,91;2487,77;2152,989;1146,797;541,133;419,338;278,703;262,044;236,946;211,669;181,141;174,286;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1975;;1;1;1433,775;119,681;335,01;4;24;2;2;2;0;0;937,172;1105,732;1181,642;1433,775;565,339;468,648;401,583;342,587;324,007;269,118;221,076;206,119;198,826;188,122;191,659;189,886;175,988;152,873;148,121;154,473;165,893;137,309;131,306;119,681;119,681;129,825;144,992;141,895;144,992;167,556;125,429;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;
87905000;2;01/09/1975;;1;1;1529,14;372,88;819,594;23;5;2;2;2;0;0;974,723;650,115;551,439;440,559;372,88;375,7;582,967;912,584;1032,563;1065,483;949,6;800,641;789,321;924,834;1065,483;1139,896;1112,519;968,409;696,637;728,629;1167,635;1433,775;1529,14;1153,72;794,97;611,76;471,825;431,397;389,968;468,648;;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;
87905000;2;01/08/1975;;1;1;1364,444;123,98;741,895;30;2;1;1;1;0;0;143,44;123,98;123,98;148,121;197,023;202,457;211,669;211,669;337,223;675,744;1032,563;1231,383;1105,732;1092,225;1098,967;987,419;1231,383;1274,91;1105,732;974,723;882,35;650,115;497,644;530,929;551,439;579,419;835,129;1112,519;1253,043;1364,444;1231,383;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1975;;1;1;1167,635;103,203;300,04;13;5;1;1;1;0;0;121,106;126,886;119,681;119,681;103,203;126,886;152,873;174,286;175,988;152,873;215,409;554,897;1167,635;1126,162;949,6;691,381;500,922;387,092;300,91;243,66;222,98;197,023;184,616;170,905;162,591;151,281;144,992;138,83;126,886;141,895;148,121;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1975;;1;1;487,878;73,739;277,845;13;1;2;2;2;0;0;73,739;257,383;410,41;425,345;364,486;326,628;407,457;471,825;465,483;459,185;449,822;443,636;487,878;431,397;378,532;313,631;217,29;206,119;197,023;170,905;162,591;151,281;143,44;143,44;146,553;138,83;137,309;128,352;115,453;109,928;;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1975;;1;1;303,432;49;109,001;18;13;2;2;2;0;0;67,108;72,613;84,239;87,886;77,165;76,015;79,491;66,031;62,851;59,746;52,791;49,935;49;55,722;80,666;159,32;262,044;303,432;239,173;195,227;170,905;152,873;134,292;119,681;107,214;99,265;91,606;83,04;83,04;79,491;77,165;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
87905000;2;01/04/1975;;1;1;303,432;59,746;118,073;1;23;2;2;2;0;0;303,432;264,391;250,472;241,411;207,961;184,616;159,32;144,992;131,306;119,681;111,298;105,869;100,57;97,968;91,606;83,04;79,491;77,165;73,739;68,192;67,108;62,851;59,746;67,108;67,108;64,963;67,108;64,963;64,963;59,746;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;
87905000;2;01/03/1975;;1;1;1334,231;36,791;309,05;22;2;2;2;2;0;0;38,434;36,791;36,791;38,434;42,689;46,245;55,722;154,473;269,118;264,391;195,227;129,825;345,286;446,723;437,494;303,432;255,068;226,813;217,29;221,076;295,898;1334,231;452,932;504,211;593,68;680,935;575,882;428,366;356,191;290,931;305,966;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1975;;1;1;72,613;40,11;57,807;4;28;2;2;2;0;0;60,773;61,808;69,285;72,613;67,108;63,903;58,728;54,736;50,879;49;48,073;46,245;44,45;49,935;49;46,245;61,808;66,031;67,108;67,108;55,722;55,722;60,773;63,903;60,773;64,963;61,808;40,11;;;;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;;;
87905000;2;01/01/1975;;1;1;157,697;49,935;74,586;8;25;1;1;1;0;0;87,886;69,285;57,717;62,851;73,739;68,192;74,873;157,697;95,399;53,76;55,722;68,192;61,808;55,722;51,831;51,831;84,239;125,429;144,992;135,796;97,968;68,192;59,746;51,831;49,935;52,791;59,746;61,808;59,746;57,717;55,722;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1974;;1;1;449,822;54,736;147,25;6;14;1;1;1;0;0;181,141;283,561;288,463;276,29;419,338;449,822;308,51;226,813;164,238;132,795;104,532;79,491;73,739;54,736;85,447;103,203;100,57;94,127;90,358;84,239;80,666;76,015;81,849;97,968;103,203;83,04;86,662;90,358;94,127;97,968;71,496;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1974;;1;1;108,567;54,736;73,729;1;24;1;1;1;0;0;108,567;89,118;81,849;72,613;74,873;96,679;97,968;94,127;87,886;90,358;94,127;91,606;72,613;69,285;67,108;63,903;59,746;56,715;58,728;61,808;60,773;58,728;56,715;54,736;57,717;63,903;67,108;70,386;69,285;62,851;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1974;;1;1;361,71;90,358;180,992;2;26;1;1;1;0;0;308,51;361,71;329,26;303,432;269,118;286,007;257,383;250,472;241,411;224,893;213,535;195,227;179,415;162,591;144,992;135,796;129,825;126,886;122,539;115,453;109,928;105,869;103,203;99,265;96,679;90,358;144,992;135,796;121,106;123,98;121,106;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1974;;1;1;1160,666;138,83;437,253;27;8;1;1;1;0;0;337,223;316,209;288,463;241,411;204,284;186,365;160,952;138,83;164,238;278,703;308,51;259,708;217,29;195,227;177,698;217,29;259,708;308,51;375,7;634,996;541,133;481,423;600,878;817,786;1006,632;1139,896;1160,666;882,35;717,878;497,644;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1974;;1;1;2066,248;182,874;656,182;7;23;1;1;1;0;0;303,432;331,904;600,878;1402,73;1729,967;1907,697;2066,248;1990,776;1972,146;1481,039;691,381;547,993;507,512;419,338;329,26;259,708;283,561;245,92;224,893;206,119;195,227;186,365;182,874;191,659;228,74;243,66;266,749;269,118;308,51;404,514;361,71;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1974;;1;1;3877,432;95,399;783,664;21;13;1;1;1;0;0;370,071;372,88;378,532;308,51;288,463;226,813;135,796;135,796;148,121;154,473;151,281;118,263;95,399;108,567;122,539;217,29;800,641;1944,382;2066,248;3744,364;3877,432;2770,221;1687,013;1146,797;660,302;530,929;434,44;361,71;329,26;313,631;293,409;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1974;;1;1;600,878;114,06;300,429;10;7;1;1;1;0;0;151,281;156,081;138,83;132,795;126,886;121,106;114,06;172,592;416,351;600,878;597,273;419,338;334,558;259,708;172,592;181,141;189,886;164,238;154,473;162,591;200,638;358,945;514,146;600,878;389,968;389,968;449,822;491,122;475,013;375,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1974;;1;1;194,939;38,199;78,654;23;6;1;1;1;0;0;39,023;42,416;43,289;41,553;39,857;38,199;39,857;38,199;41,553;44,171;42,416;42,416;44,171;41,553;39,857;39,857;39,023;49,673;56,546;67,222;87,738;185,02;194,939;98,443;116,854;137,309;146,553;141,895;149,697;157,697;151,281;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1974;;1;1;106,92;40,7;60,063;1;30;1;1;1;;0;106,92;99,829;89,039;80,153;74,12;68,346;62,829;58,6;52,558;57,568;58,6;57,568;55,534;57,568;54,532;61,757;54,532;48,731;45,063;47,8;50,625;53,54;61,757;60,694;52,558;50,625;48,731;45,966;45,063;40,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1974;;1;1;282,262;70,624;131,872;12;24;1;1;1;;0;85,167;82,639;86,447;82,639;82,639;82,639;78,925;76,502;74,12;77,708;265,274;282,262;277,349;267,666;258,172;164,197;153,414;128,212;111,303;98,443;85,167;77,708;72,944;70,624;112,786;106,92;162,372;181,132;156,964;131,429;114,28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1974;;1;1;294,623;61,757;135,577;15;8;2;2;2;;0;112,786;95,703;78,925;67,222;67,222;74,12;78,925;61,757;162,372;155,183;111,303;111,303;148,174;292,231;294,623;289,721;260,527;196,958;156,964;143,034;121,911;106,92;102,633;112,786;108,37;98,443;95,703;90,35;;;;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1974;;1;1;185,02;47,8;78,788;30;12;1;1;1;;0;67,222;60,694;52,558;51,587;55,534;58,6;63,912;58,6;50,625;54,532;54,532;47,8;91,673;80,153;77,708;71,779;62,829;62,829;57,568;65,005;76,502;85,167;93,005;105,48;108,37;97,067;76,502;85,167;139,663;185,02;144,736;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1973;;1;1;136,336;41,553;66,352;25;1;1;1;1;;0;41,553;46,878;56,546;57,568;52,558;50,625;48,731;54,532;56,546;57,568;61,757;55,534;52,558;59,642;71,779;70,624;67,222;82,639;80,153;68,346;56,546;53,54;56,546;57,568;136,336;112,786;91,673;81,391;61,757;78,925;76,502;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1973;;1;1;144,736;38,199;71,684;4;19;1;1;1;;0;97,067;105,48;133,054;144,736;120,363;105,48;94,349;90,35;83,898;76,502;71,779;67,222;62,829;57,568;52,558;49,673;46,878;43,289;38,199;40,7;50,625;54,532;57,568;59,642;68,346;65,005;60,694;55,534;50,625;45,966;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1973;;1;1;542,013;93,005;203,074;11;27;1;1;1;0;0;239,749;213,518;188,953;179,205;164,197;155,183;146,45;137,994;282,262;412,915;542,013;485,786;412,915;333,455;272,484;222,076;188,953;173,492;166,033;153,414;136,336;126,621;121,911;117,3;106,92;99,829;93,005;97,067;112,786;109,831;102,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1973;;1;1;989,697;181,132;376,897;20;16;1;1;1;0;0;441,336;385,463;341,01;323,516;301,716;279,8;258,172;235,261;219,919;253,495;251,175;242,011;224,244;217,774;207,222;181,132;372,099;558,192;667,515;989,697;914,402;711,095;485,786;421,34;382,771;328,466;301,716;282,262;272,484;255,828;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1973;;1;1;1491,876;292,231;591,622;27;24;1;1;1;0;0;628,806;581,251;491,878;441,336;407,347;385,463;341,01;343,548;385,463;464,771;707,409;689,129;711,095;746,6;725,936;667,515;591,28;501,088;424,167;393,597;380,088;333,455;311,309;292,231;632,276;1222,175;1491,876;1088,739;830,918;615,023;513,505;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1973;;1;1;3403,107;262,895;1364,374;18;1;1;1;1;0;0;262,895;361,582;401,818;393,597;330,956;294,623;282,262;348,652;529,245;735,754;866,127;1028,653;1055,112;825,133;1075,214;1372,449;2687,379;3403,107;3298,503;2983,818;2721,999;2551,477;2529,226;2585,067;2178,359;2078,028;1566,337;1150,824;957,902;735,754;703,734;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/06/1973;;1;1;714,791;188,953;325,154;11;24;1;1;1;0;0;299,342;361,582;318,604;265,274;233,034;211,408;228,616;316,163;444,232;625,346;714,791;646,254;535,61;444,232;369,455;330,956;301,716;279,8;258,172;239,749;222,076;203,082;190,937;188,953;192,933;246,569;267,666;287,223;277,349;253,495;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/05/1973;;1;1;681,885;112,786;250,897;4;28;1;1;1;0;0;351,219;498,009;639,246;681,885;667,515;604,789;429,852;308,897;262,895;248,866;224,244;203,082;192,933;188,953;169,74;155,183;144,736;139,663;134,69;133,054;133,054;131,429;128,212;125,04;121,911;118,826;115,784;112,786;112,786;125,04;173,492;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/04/1973;;1;1;315,91;90,35;143,357;28;4;1;1;1;;0;97,067;95,703;93,005;90,35;98,443;106,92;126,621;185,02;196,958;203,082;198,988;171,61;137,994;125,04;114,28;106,92;112,786;115,784;111,303;106,92;104,051;101,226;98,443;94,349;94,349;123,47;192,933;315,91;315,91;265,274;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/03/1973;;1;1;415,714;98,443;197,557;1;31;1;1;1;0;0;415,714;366,821;396,328;396,328;369,455;330,956;296,978;265,274;237,499;215,64;196,958;181,132;169,74;160,558;151,656;144,736;139,663;134,69;131,429;133,054;134,69;133,054;129,815;125,04;123,47;117,3;112,786;108,37;105,48;101,226;98,443;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/02/1973;;1;1;2698,89;72,944;807,007;13;9;1;1;1;0;0;117,3;109,831;76,502;101,226;87,738;87,738;85,167;90,35;72,944;535,61;1081,964;2452,24;2698,89;2562,645;2408,871;2019,149;1443,408;830,918;529,245;356,381;343,548;581,251;763,044;976,906;722,211;554,936;467,744;438,451;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
87905000;2;01/01/1973;;1;1;746,6;80,153;269,738;9;1;1;1;1;0;0;80,153;80,153;82,639;82,639;80,153;80,153;111,303;435,574;746,6;393,597;306,493;258,172;321,055;558,192;735,754;678,278;510,387;366,821;292,231;253,495;230,819;209,309;209,309;209,309;196,958;181,132;151,656;137,994;131,429;128,212;121,911;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/12/1972;;1;1;594,643;81,391;197,731;5;31;1;1;1;0;0;185,02;185,02;205,146;467,744;594,643;574,614;479,733;341,01;262,895;228,616;203,082;190,937;177,289;160,558;153,414;141,343;136,336;141,343;126,621;121,911;115,784;109,831;105,48;101,226;98,443;94,349;90,35;87,738;85,167;82,639;81,391;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/11/1972;;1;1;2158,072;192,933;586,167;1;29;1;1;1;0;0;2158,072;1739,434;996,129;722,211;608,191;444,232;388,164;372,099;366,821;410,126;545,229;1109,211;1193,334;1251,418;1022,099;548,455;444,232;393,597;348,652;311,309;287,223;265,274;233,034;219,919;201,029;209,309;209,309;201,029;192,933;192,933;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/10/1972;;1;1;2137,896;177,289;475,507;31;20;1;1;1;0;0;621,895;516,634;450,052;404,578;364,196;343,548;301,716;282,262;267,666;253,495;239,749;226,424;215,64;209,309;207,222;201,029;196,958;192,933;185,02;177,289;230,819;235,261;262,895;242,011;235,261;235,261;444,232;1028,653;1811,652;2019,149;2137,896;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/09/1972;;1;1;1970,837;377,415;889,235;11;8;1;1;1;0;0;854,296;685,502;581,251;510,387;455,91;432,708;410,126;377,415;568,016;1703,967;1970,837;1608,621;1236,746;802,227;604,789;516,634;488,827;587,927;730,365;1193,334;1625,719;1411,613;1356,963;1179,064;741,166;561,456;678,278;1081,964;957,902;763,044;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
87905000;2;01/08/1972;;1;1;2078,028;494,938;1163,967;14;2;1;1;1;0;0;516,634;494,938;646,254;1222,175;1475,616;1435,42;1164,894;785,294;642,745;548,455;574,614;1281,066;2009,432;2078,028;1999,742;1999,742;1288,541;700,068;618,454;678,278;1041,834;1634,307;2058,292;2038,666;1848,404;1296,041;813,633;730,365;752,058;830,918;878,052;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
87905000;2;01/07/1972;;1;1;3645,463;516,634;1799,071;2;19;1;1;1;0;0;3550,057;3645,463;3577,165;3234,092;2653,018;2137,896;1820,8;2664,443;3020,611;2698,89;2365,952;2097,873;1311,119;774,122;649,773;594,643;551,691;522,92;516,634;649,773;1281,066;1634,307;2158,072;2540,337;2441,356;2198,757;1651,563;996,129;649,773;611,602;571,31;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
